Subawardee UEI,Subawardee NAICS-6 (Primary),Subawardee NAICS-6 Description,Parent UEI,Parent Vendor Name,Subawardee Vendor Name,Predominant Place of Performance (by records),Subaward $M,Published Subaward Records,First Subaward,Last Subaward,Capability Domain Archetype (D),Capability Domain Archetype Basis,Primary Output Archetype (P),Primary Output Archetype Basis,Role / Description,Source URLs
T2VFE1NGR3G5,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,LEONARDO SPA,"DRS TRAINING & CONTROL SYSTEMS, LLC",Domestic,5.479096,18,2016-05-19,2024-07-19,,,,,"The Fort Walton Beach DRS Training & Control Systems entity develops training, control, and wireless-communications electronics. I found no public source identifying a distinct Columbia-class construction component supplied by this UEI.",https://www.highergov.com/awardee/drs-training-control-systems-llc-10107268/
HLQLWMV97J37,336611,Ship Building and Repairing,,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,Domestic,5.442141,8,2023-05-12,2024-11-14,,,,,,
LB1XJ5UY5961,,n/a (no SAM record),,COLFAX CORPORATION,"CIRCOR PUMPS NORTH AMERICA, LLC",Domestic,5.235873,4,2016-07-05,2021-03-29,,,,,,
PJRYS7EFXQD9,332911,Industrial Valve Manufacturing,,,B N L INDUSTRIES INC,Domestic,5.194646,51,2016-07-11,2025-01-17,,,,,,
CN4DJZSKM3Y3,332996,Fabricated Pipe and Pipe Fitting Manufacturing,,"PENNSYLVANIA MACHINE WORKS, INC.","PENNSYLVANIA MACHINE WORKS, LLC",Domestic,5.121895,74,2017-02-23,2024-11-18,,,,,,
CBMZJ3Z5SC89,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",,UNITED TECHNOLOGIES CORPORATION,GOODRICH CORP,Domestic,5.031096,8,2016-09-16,2024-03-18,,,,,,
JKPCAKFW8X93,,"n/a (SAM record, no NAICS)",,"HITACHI, LTD.",AMERICAST TECHNOLOGIES INC,Domestic,4.942675,10,2016-08-18,2019-09-04,,,,,,
GLU5BML5XQK2,,n/a (no SAM record),,,Romey Paul Ventures LLC,Domestic,4.808195,3,2018-05-23,2019-11-21,,,,,,
JL9NMM3YALQ5,561320,Temporary Help Services,,Adecco Group AG,"TAD PGS, INC.",Domestic,4.515228,33,2019-12-10,2024-02-20,,,,,,
MTNSMCNJCNE1,561910,Packaging and Labeling Services,,,"LJM PACKAGING CO., INC.",Domestic,4.441314,9,2018-06-11,2019-04-11,,,,,,
MKXMUFJJYLY5,335312,Motor and Generator Manufacturing,,,WARD LEONARD CT LLC,Domestic,4.411106,4,2022-10-28,2024-11-13,,,,,,
H8CSTCGGDD87,335910,Battery Manufacturing,,,STRYTEN ENERGY LLC,Domestic,4.364541,1,2025-01-24,2025-01-24,,,,,,
MSFLXVQVJMG4,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,CURTISS-WRIGHT CORPORATION,"PEERLESS INSTRUMENT CO., INC.",Domestic,4.358809,38,2021-05-19,2024-11-21,,,,,"Peerless Instrument manufactures nuclear-plant instrumentation, test equipment, control assemblies, and cable/power harnesses. Navy notices tied to this UEI identify differential-pressure-cell test equipment and power cables, but I found no public source assigning a specific item to Columbia-class construction.","https://sam.gov/workspace/contract/opp/fa22f3b845c144af97d707f178f0da0c/view
https://sam.gov/workspace/contract/opp/6429ca9f794e418c8aab3658dd19704d/view
https://peerlessinstrument.com/"
YA5MLUTX7W19,,n/a (no SAM record),,ITT Inc.,ITT CORPORATION,Domestic,4.326334,4,2019-03-11,2021-03-25,,,,,,
R9EYKGK8NKA5,332710,Machine Shops,,,"NUFLO, INC.",Domestic,4.224038,1,2016-08-05,2016-08-05,,,,,,
RG8HFHKSV215,236210,Industrial Building Construction,,,PDS ENGINEERING & CONSTRUCTION INC,Domestic,4.211816,4,2023-12-22,2024-09-19,,,,,,
LPY6KXBKHMK8,336611,Ship Building and Repairing,,"RHOADS INDUSTRIES, INC.","RHOADS INDUSTRIES, INC.",Domestic,4.163635,7,2020-10-06,2021-12-23,,,,,,
K294P4QJHFU9,541611,Administrative Management and General Management Consulting Services,,,MW JONES & COMPANY INC,Domestic,4.148833,6,2016-11-07,2024-07-19,,,,,,
PGWNKJF89FV5,334111,Electronic Computer Manufacturing,,Elma Electronic AG,ELMA ELECTRONIC INC.,Domestic,4.14748,28,2016-10-14,2023-09-22,,,,,,
N6JZARL64EW5,541611,Administrative Management and General Management Consulting Services,,,"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",Domestic,4.0,1,2022-10-04,2022-10-04,,,,,,
K151N8EJE998,333517,Machine Tool Manufacturing,,"CLIMAX PORTABLE MACHINE TOOLS, INC.","CLIMAX PORTABLE MACHINE TOOLS, INC.",Domestic,3.771066,8,2018-03-22,2019-02-22,,,,,,
QNEXJLA47BM4,336611,Ship Building and Repairing,,"JAMESTOWN METAL MARINE SALES, INC.","JAMESTOWN METAL MARINE SALES, INC.",Domestic,3.770222,27,2018-03-21,2024-06-21,,,,,,
JC42EBJ5NFJ1,336412,Aircraft Engine and Engine Parts Manufacturing,,UNITED TECHNOLOGIES CORPORATION,HAMILTON SUNDSTRAND CORPORATION,Domestic,3.690592,23,2016-04-05,2024-08-06,,,,,,
EYMMLMHBMSL5,,"n/a (SAM record, no NAICS)",,,"SGL AUTOMATION, LLC",Domestic,3.543478,3,2023-06-20,2023-07-06,,,,,,
C6C8KS7Y1K76,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",,MIDE TECHNOLOGY CORP,MIDE TECHNOLOGY CORP,Domestic,3.510479,2,2017-05-03,2023-06-20,,,,,,
SKKACASET588,334290,Other Communications Equipment Manufacturing,,DYNALEC CORPORATION,DYNALEC CORPORATION,Domestic,3.482727,11,2017-04-18,2024-06-03,,,,,,
QF82VVEDYFC3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,,PARKER-HANNIFIN CORPORATION,"PUROLATOR FACET, INC.",Domestic,3.454255,5,2017-08-15,2024-10-01,,,,,,
E9DKKLZNCQS9,334419,Other Electronic Component Manufacturing,,TRIDENT MARITIME SYSTEMS UK LIMITED,TRIDENT MARITIME SYSTEMS UK LIMITED,Foreign,3.342497,3,2021-08-25,2023-07-14,,,,,,
NVPEBL51CSF8,332710,Machine Shops,,,GUILL TOOL & ENGINEERING CO INC,Domestic,3.341898,49,2016-01-21,2025-01-10,,,,,,
EVZMB1757DW5,332312,Fabricated Structural Metal Manufacturing,,"STEELFAB, INC","STEELFAB, INC",Domestic,3.248439,6,2018-06-14,2024-09-05,,,,,,
U864F3HRME53,541330,Engineering Services,,GENERAL ELECTRIC COMPANY,GE ENERGY POWER CONVERSION USA INC.,Domestic,3.18767,9,2021-05-20,2023-06-21,,,,,,
FFL2MLNT4FN1,333912,Air and Gas Compressor Manufacturing,,,GARDNER DENVER NASH LLC,Domestic,3.167799,6,2016-01-29,2024-09-26,,,,,,
KWHXKLAL87T5,336611,Ship Building and Repairing,,"IN-PLACE MACHINING COMPANY, LLC","IN-PLACE MACHINING COMPANY, LLC",Domestic,3.073892,3,2024-06-27,2024-09-20,,,,,,
MRGNDX62YHQ3,,"n/a (foreign, no SAM record)",,Marshall-Barwick Holdings Inc,Conrex Steel Ltd,Foreign,3.069416,5,2019-03-13,2021-07-02,,,,,,
VXHFDAKS2LZ6,333611,Turbine and Turbine Generator Set Units Manufacturing,,,CURTISS-WRIGHT ELECTRO-MECHANICAL CORP,Domestic,3.040712,4,2022-03-22,2023-04-11,,,,,,
ETWEE7EYY9G5,332710,Machine Shops,,,COGITIC CORPORATION,Domestic,3.015357,17,2017-11-03,2024-11-22,,,,,,
PM3QRNLPA8K5,336611,Ship Building and Repairing,,,"RILEY POWER GROUP, LLC",Domestic,3.0,2,2018-10-02,2018-10-02,,,,,,
FWF8QBPCGLG3,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,,GENERAL TOOL COMPANY,GENERAL TOOL COMPANY,Domestic,2.902257,23,2017-02-13,2024-10-04,,,,,,
K4GJKMQD4961,333611,Turbine and Turbine Generator Set Units Manufacturing,,,"BARBER-NICHOLS, LLC",Domestic,2.899802,1,2023-05-16,2023-05-16,,,,,,
HQYTCMF5RGE4,423690,Other Electronic Parts and Equipment Merchant Wholesalers,,SHERBURN ELECTRONICS INC.,SHERBURN ELECTRONICS INC.,Domestic,2.897628,38,2017-11-07,2024-10-04,,,,,,
WNDYZX3ALFB1,334111,Electronic Computer Manufacturing,,"COMARK, LLC","COMARK, LLC",Domestic,2.857622,15,2017-10-06,2022-11-23,,,,,,
CE3HF8PLAFD3,332911,Industrial Valve Manufacturing,,,"MILWAUKEE VALVE COMPANY, LLC",Domestic,2.812846,19,2022-05-04,2024-11-19,,,,,,
FACXKY7FULJ4,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,,"Precision Resources, Inc.","PRECISION FABRICATING & CLEANING COMPANY, INC.",Domestic,2.760209,4,2018-09-14,2022-04-27,,,,,,
NTREK31GP8N3,334417,Electronic Connector Manufacturing,,,KSARIA CORPORATION,Domestic,2.756242,4,2022-12-12,2024-10-04,,,,,,
LD7YXEQNEKZ3,333992,Welding and Soldering Equipment Manufacturing,,,"LINCOLN ELECTRIC AUTOMATION, INC.",Domestic,2.727596,4,2023-07-19,2024-09-25,,,,,,
F2KSX22KK1E4,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,"BLOOMY CONTROLS, INC.",BLOOMY CONTROLS INC,Domestic,2.726993,9,2018-04-06,2023-05-19,,,,,,
NMHFLDYJJ4C5,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,Domestic,2.724928,13,2017-02-15,2021-08-30,,,,,,
XJWLF38U74P3,332410,Power Boiler and Heat Exchanger Manufacturing,,,FLUID HANDLING LLC,Domestic,2.688544,2,2024-11-04,2024-11-04,,,,,,
ZFQBUPK552C3,332312,Fabricated Structural Metal Manufacturing,,,"H. R. HILLERY COMPANY, THE",Domestic,2.656238,37,2016-09-19,2024-11-22,,,,,,
E86EYMJR23D1,332911,Industrial Valve Manufacturing,,,"MELLINGER ENGINEERING, INCORPORATED",Domestic,2.617542,10,2021-10-29,2024-09-26,,,,,,
LFNVWPJYQKH4,541330,Engineering Services,,"COASTAL DESIGN, LLC",COASTAL DESIGN LLC,Domestic,2.576286,41,2016-07-14,2024-04-26,,,,,,
XBHNYVTCDQH8,322211,Corrugated and Solid Fiber Box Manufacturing,,"UNIFIED2 GLOBAL PACKAGING GROUP, LLC","UNIFIED2 GLOBAL PACKAGING GROUP, LLC",Domestic,2.558,4,2021-06-01,2023-01-16,,,,,,
RYRLL49HWN65,332322,Sheet Metal Work Manufacturing,,BAKER SHEET METAL CORPORATION,BAKER SHEET METAL CORPORATION,Domestic,2.450091,19,2019-08-06,2024-07-12,,,,,,
U73RYB2RKTW4,561320,Temporary Help Services,,,RWH CONSULTING GROUP INC,Domestic,2.417333,13,2021-09-14,2024-06-14,,,,,,
LR2HQKYJLDZ7,423830,Industrial Machinery and Equipment Merchant Wholesalers,,JA MOODY LLC,JA MOODY LLC,Domestic,2.368692,17,2017-08-14,2024-08-01,,,,,,
E2P8AAJA2LK5,332721,Precision Turned Product Manufacturing,,,"MICRO PRECISION, LLC",Domestic,2.325252,16,2016-09-06,2025-01-16,,,,,,
PWK4GDMMEAQ8,334417,Electronic Connector Manufacturing,,AMETEK INC.,AMETEK SCP INC,Domestic,2.306102,12,2019-02-14,2024-06-19,,,,,,
QSMPQ9WU65L5,336611,Ship Building and Repairing,,"FAIRLEAD INTEGRATED, LLC","FAIRLEAD INTEGRATED, LLC",Domestic,2.291546,1,2021-01-28,2021-01-28,,,,,,
KSZBH4K529U5,423510,Metal Service Centers and Other Metal Merchant Wholesalers,,"Palisades Holdings, Inc.","CMI, INC.",Domestic,2.244077,17,2016-02-03,2023-10-10,,,,,,
UAWKMCFNMNT1,336414,Guided Missile and Space Vehicle Manufacturing,,,"CRAIG TECHNOLOGIES AEROSPACE SOLUTIONS, LLC",Domestic,2.238223,7,2018-02-02,2018-09-07,,,,,,
J8PKNJEX2MS2,483113,Coastal and Great Lakes Freight Transportation,,,"LOCKWOOD BROTHERS, INC.",Domestic,2.21482,4,2018-06-13,2018-06-13,,,,,,
W3KUJLTCRLV1,332919,Other Metal Valve and Pipe Fitting Manufacturing,,AMMCON CORP.,AMMCON CORP.,Domestic,2.213585,37,2016-01-21,2023-01-27,,,,,,
KVETLASZ5DL3,332420,Metal Tank (Heavy Gauge) Manufacturing,,CONREX STEEL LIMITED,CONREX STEEL LIMITED,Foreign,2.204736,3,2024-04-24,2024-04-25,,,,,,
REXPSJ7NAHU8,332919,Other Metal Valve and Pipe Fitting Manufacturing,,DERBYSHIRE MACHINE & TOOL CO,DERBYSHIRE MACHINE & TOOL CO,Domestic,2.179722,33,2016-03-22,2025-01-15,,,,,,
UNYXWK1ZR391,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",,"MAYCO MANUFACTURING, LLC","MAYCO MANUFACTURING, LLC",Domestic,2.112569,4,2018-11-02,2025-01-20,,,,,,
JSAXGRLNEJ63,336611,Ship Building and Repairing,,"COLONNA'S SHIP YARD, INCORPORATED","COLONNA'S SHIP YARD, INCORPORATED",Domestic,2.09454,3,2024-11-18,2024-11-18,,,,,,
GR2CKSBB4MB5,332112,Nonferrous Forging,,,LENAPE FORGED PRODUCTS CORP,Domestic,2.081525,16,2018-08-31,2024-04-23,,,,,,
N16ET1YJ6QZ3,332911,Industrial Valve Manufacturing,,"Romac Industries, Inc.","ROMAC INDUSTRIES, INC.",Domestic,2.048789,16,2016-09-23,2024-08-14,,,,,,
HB74FFGNFK17,332510,Hardware Manufacturing,,,THE DYSON CORPORATION,Domestic,2.04776,8,2018-06-18,2024-11-18,,,,,,
JU5GNH1H5FV6,334111,Electronic Computer Manufacturing,,CURTISS-WRIGHT CORPORATION,DY4 INC.,Domestic,2.015933,16,2016-07-01,2024-06-10,,,,,"DY4/Curtiss-Wright Defense Solutions supplies rugged VPX embedded computers and processing modules. The entity’s products are suitable for submarine control and mission systems, but the exact Columbia-class subsystem represented by this subaward is not publicly identified.","https://www.highergov.com/awardee/curtiss-wright-ds-inc-10116343/
https://sam.gov/opp/70e87d68257542a9a2ba9ab863ac6d8f/view
https://www.curtisswrightds.com/products/computing"
U23DM4ULNLS3,336611,Ship Building and Repairing,,,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,Domestic,1.911507,1,2025-01-21,2025-01-21,,,,,,
WA9LNGN2DPF4,,"n/a (SAM record, no NAICS)",,,"BECHTEL NATIONAL, INC.",Domestic,1.87826,3,2023-01-13,2023-04-21,,,,,,
KKRWXEQ9FVU6,,"n/a (SAM record, no NAICS)",,,HURLEY CONSTRUCTION,Domestic,1.803325,2,2017-10-16,2017-10-16,,,,,,
ZW3UMG9YVNA9,335313,Switchgear and Switchboard Apparatus Manufacturing,,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.","L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",Domestic,1.788414,23,2018-01-05,2024-11-13,,,,,,
MC77SUMRLXY5,332911,Industrial Valve Manufacturing,,"MILWAUKEE VALVE COMPANY, INC.","MILWAUKEE VALVE COMPANY, INC.",Domestic,1.744303,11,2018-09-17,2022-01-19,,,,,,
NG7TY7BYU9R7,,n/a (no SAM record),,"W. & O. SUPPLY, INC.","W. & O. SUPPLY, INC.",Domestic,1.736049,25,2019-04-08,2024-11-20,,,,,,
JU2ME5ZK8VL3,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,,"MMC METROLOGY LAB, INC.",Domestic,1.71853,19,2017-01-18,2024-11-22,,,,,,
VXJMLWN9XU18,,n/a (no SAM record),,BRADKEN LIMITED,"BRADKEN - ATLAS, LLC",Domestic,1.717918,6,2016-03-22,2016-08-18,,,,,,
F1UZPBD1VBH9,541519,Other Computer Related Services,,"LYME COMPUTER SYSTEMS, INC.","LYME COMPUTER SYSTEMS, INC.",Domestic,1.694674,22,2016-09-01,2024-09-25,,,,,,
VNC1NE44BXJ6,,"n/a (SAM record, no NAICS)",,,"TOTAL WELDING SUPPLY, INC.",Domestic,1.691798,4,2022-06-30,2024-09-26,,,,,,
CEN1DBGRNU77,332420,Metal Tank (Heavy Gauge) Manufacturing,,,CHESTERFIELD SPECIAL CYLINDERS LIMITED,Foreign,1.675052,1,2025-01-15,2025-01-15,,,,,,
WAJ6RKYZTYL3,332710,Machine Shops,,C & C METALS ENGINEERING INC,C & C METALS ENGINEERING INC,Domestic,1.667938,21,2019-10-22,2024-10-21,,,,,,
EK4EVQQNEFC6,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,Hexagon AB,"HEXAGON MANUFACTURING INTELLIGENCE, INC.",Domestic,1.658034,4,2016-03-11,2024-07-11,,,,,,
E3YNKWRANZ18,332410,Power Boiler and Heat Exchanger Manufacturing,,"AQUA-CHEM, INC.","AQUA-CHEM, INC.",Domestic,1.650849,2,2021-12-07,2023-06-20,,,,,,
VJHFDLA3NLG8,331513,Steel Foundries (except Investment),,"HITACHI, LTD.",VULCAN METALS CORPORATION,Domestic,1.646885,9,2016-03-22,2023-10-06,,,,,,
WPP2ABN6UCF5,334290,Other Communications Equipment Manufacturing,,"L3HARRIS TECHNOLOGIES, INC","L3 TECHNOLOGIES, INC.",Domestic,1.634131,5,2018-09-28,2023-07-14,,,,,,
YVBHN7GKLQ44,335929,Other Communication and Energy Wire Manufacturing,,"GLENAIR, INC.","GLENAIR, INC.",Domestic,1.63052,14,2016-12-09,2019-01-21,,,,,,
VKBFB8MAZ357,332313,Plate Work Manufacturing,,TITANIUM FABRICATION CORPORATION,TITANIUM FABRICATION CORPORATION,Domestic,1.623949,16,2016-10-11,2024-11-22,,,,,,
CABCB9XBJHK5,561320,Temporary Help Services,,"APOLLO PROFESSIONAL SOLUTIONS, INC.","APOLLO PROFESSIONAL SOLUTIONS, INC.",Domestic,1.623532,31,2016-02-25,2024-05-21,,,,,,
P33VWHC39MN5,332912,Fluid Power Valve and Hose Fitting Manufacturing,,,"ADMIRAL VALVE, LLC",Domestic,1.607506,15,2017-08-01,2024-09-17,,,,,,
CG86N1ZC42B8,,n/a (no SAM record),,AMMCON CORP.,Ammcon Corp.,Domestic,1.595422,24,2023-04-10,2025-01-23,,,,,,
RJGEKQDTZKT8,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,,Heh Holdings LLC,ELECTRIC HEATER CO,Domestic,1.595044,8,2017-11-06,2023-12-19,,,,,,
RLXQHCXFT513,332996,Fabricated Pipe and Pipe Fitting Manufacturing,,Citadel Capital Corporation,CUNICO CORPORATION,Domestic,1.552089,13,2018-10-19,2025-01-22,,,,,,
X3DBJSMT83N5,331110,Iron and Steel Mills and Ferroalloy Manufacturing,,,CLEVELAND-CLIFFS PLATE LLC,Domestic,1.546476,27,2022-07-22,2024-10-16,,,,,,
GYMLL74UL5Q8,332912,Fluid Power Valve and Hose Fitting Manufacturing,,"DVCC, LLC","HYDRASEARCH COMPANY, LLC",Domestic,1.481924,18,2017-07-20,2025-01-03,,,,,,
GFBTEVXB65X7,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,,BERKSHIRE HATHAWAY INC.,"PCC ROLLMET, INC.",Domestic,1.47515,9,2017-03-17,2024-09-23,,,,,,
JG73AVR7NUN4,333517,MACHINE TOOL MANUFACTURING,,Enerpac Tool Group Corp.,"HYDRATIGHT OPERATIONS, INC.",Domestic,1.471613,5,2019-07-29,2021-07-27,,,,,,
JA2KCX21NL48,336611,Ship Building and Repairing,,Wärtsilä Oyj Abp,"WARTSILA DEFENSE, INC.",Domestic,1.433496,4,2017-01-24,2021-09-23,,,,,,
LYDRWR6ML2U7,334417,Electronic Connector Manufacturing,,,ITT CANNON LLC,Domestic,1.421244,2,2022-01-28,2023-09-29,,,,,,
VD1NLZGAJ2L4,326291,Rubber Product Manufacturing for Mechanical Use,,"DURAMAX MARINE, LLC","DURAMAX MARINE, LLC",Domestic,1.410655,3,2019-07-29,2023-09-27,,,,,,
V627Y8NS1JM1,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,,,"MILCOTS, LLC",Domestic,1.399207,10,2018-08-06,2024-10-24,,,,,,
HA3UFSU8FN75,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",,"L3HARRIS TECHNOLOGIES, INC","L3 TECHNOLOGIES, INC.",Domestic,1.377005,4,2022-06-22,2024-07-12,,,,,,
HY9JJE3F4R25,331513,Steel Foundries (except Investment),,Warburg Pincus LLC,"WOLLASTON ALLOYS, INC.",Domestic,1.354126,6,2016-08-16,2025-01-22,,,,,,
YNUWEPDNSH37,334419,Other Electronic Component Manufacturing,,EMERSON ELECTRIC CO.,ROSEMOUNT SPECIALTY PRODUCTS LLC,Domestic,1.331413,11,2017-02-21,2019-09-23,,,,,,
G8VYMKM2VG59,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",,,NORTH AMERICAN CONTROLS INC,Domestic,1.305906,2,2021-06-25,2022-12-15,,,,,,
JTNDE6EBHL41,923110,Administration of Education Programs,,,TRIDENT TECHNICAL COLLEGE,Domestic,1.24674,3,2022-06-14,2023-05-31,,,,,,
HJUAXSF12JR6,332912,Fluid Power Valve and Hose Fitting Manufacturing,,,"CUSTOM HYDRAULIC & MACHINE, INC.",Domestic,1.246224,19,2018-10-19,2025-01-15,,,,,,
J7RQVJ723JM3,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,MADISON COMPANY,MADISON COMPANY,Domestic,1.226011,9,2017-03-13,2025-01-03,,,,,,
V87VJJNMMFH9,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,"DEXTER MAGNETIC TECHNOLOGIES, INC.",Domestic,1.22157,7,2024-08-29,2024-11-20,,,,,,
T5C6JNLVSC17,332216,Saw Blade and Handtool Manufacturing,,,HYDRATIGHT OPERATIONS INC,Domestic,1.205875,5,2021-12-01,2025-01-09,,,,,,
G58FFJ6F2CA7,336611,Ship Building and Repairing,,"NOVARIA HOLDINGS, LLC",GK MECHANICAL SYSTEMS LLC,Domestic,1.192523,6,2022-02-07,2023-06-26,,,,,,
MXTJBDD1L4T4,333995,Fluid Power Cylinder and Actuator Manufacturing,,"TAYLOR DEVICES, INC.","TAYLOR DEVICES, INC.",Domestic,1.18564,9,2017-10-27,2023-07-14,,,,,,
NFCDTTZM5JL3,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,,,DUREX INTERNATIONAL CORP.,Domestic,1.165479,3,2018-03-08,2019-05-23,,,,,,
YHJESY2TDP23,332710,Machine Shops,,,MAJOR TOOL & MACHINE INC,Domestic,1.15506,1,2024-08-12,2024-08-12,,,,,,
MVJ8B69F5CL6,332410,Power Boiler and Heat Exchanger Manufacturing,,"RIGGINS COMPANY, L.C.","RIGGINS COMPANY, L.C.",Domestic,1.141085,7,2023-06-27,2024-12-18,,,,,,
G45GNP4ARKJ3,332710,Machine Shops,,,PROTERIAL CABLE AMERICA INC,Domestic,1.123138,15,2021-01-19,2025-01-16,,,,,,
XH9ADBLZRMF1,551112,Offices of Other Holding Companies,,,MELLINGER ENGINEERING GROUP LLC,Domestic,1.113261,9,2018-06-11,2019-09-12,,,,,,
FR7WWCCNBQZ6,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,DK MACHINE INC,Domestic,1.095621,15,2017-09-20,2024-08-19,,,,,,
UPAPN5VL4KR9,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",,EATON CORPORATION PUBLIC LIMITED COMPANY,EATON AEROSPACE LLC,Domestic,1.0868,4,2016-08-18,2018-02-16,,,,,,
UKXMHUWSFLW7,336412,Aircraft Engine and Engine Parts Manufacturing,,"G.W. LISK COMPANY, INC.","G.W. LISK COMPANY, INC.",Domestic,1.076052,7,2016-03-15,2022-08-31,,,,,,
C1H7UWEXRVN7,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,,,HOTTINGER BRUEL & KJAER INC.,Domestic,1.074497,2,2023-06-27,2024-10-18,,,,,,
EDNNTCM7SUS8,336611,Ship Building and Repairing,,"INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS, LLC","IMIA, LLC",Domestic,1.047636,2,2016-09-13,2024-06-10,,,,,,
QB7EKDNK2E83,332710,Machine Shops,,,SHELBY SUPPLY CO LLC,Domestic,1.039823,14,2019-02-19,2024-09-11,,,,,,
NNRGV1N3Y1G5,,n/a (no SAM record),,LINCOLN ELECTRIC HOLDINGS INC.,"WOLF ROBOTICS, LLC",Domestic,1.038985,10,2016-11-07,2021-02-25,,,,,,
JX92LMWRTRJ9,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,,,"DONALDSON COMPANY, INC.",Domestic,1.027683,4,2022-10-28,2022-12-22,,,,,,
PVLTABUDXLR4,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,,HARTFORD ELECTRIC SUPPLY COMPANY THE,HARTFORD ELECTRIC SUPPLY COMPANY THE,Domestic,1.016037,18,2016-10-17,2019-04-24,,,,,,
R7JLC1Y2PLJ1,339999,All Other Miscellaneous Manufacturing,,HYDAC TECHNOLOGY CORP,SCHROEDER INDUSTRIES LLC,Domestic,1.009599,7,2017-07-31,2022-12-16,,,,,,
UR5TFK3LAVL5,339999,All Other Miscellaneous Manufacturing,,"Frs Holdings, Inc.","FEDERAL RESOURCES SUPPLY COMPANY, LLC",Domestic,1.004529,4,2019-06-27,2024-03-13,,,,,,
TJGHTGTTVEA1,334111,Electronic Computer Manufacturing,,,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",Domestic,1.000747,8,2018-07-05,2023-10-26,,,,,,
CKV2L9GZKJK3,541611,Administrative Management and General Management Consulting Services,,Deloitte LLP,DELOITTE CONSULTING LLP,Domestic,0.999,1,2016-03-07,2016-03-07,,,,,,
RGC3LKCE74R6,,"n/a (SAM record, no NAICS)",,ACTUANT CORPORATION,ENERPAC CORPORATION,Domestic,0.991142,2,2017-08-16,2017-09-21,,,,,,
JA3LXNZMCTA9,332710,Machine Shops,,,KK MOLD DESIGN & MACHINING LLC,Domestic,0.972596,2,2024-11-06,2024-11-06,,,,,,
HNAKLNNSE339,332710,Machine Shops,,,"HOWELL LABORATORIES, INC.",Domestic,0.948679,13,2022-01-07,2025-01-24,,,,,,
DEGHQRGPKTQ8,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,,PARKER-HANNIFIN CORPORATION,PARKER-HANNIFIN CORPORATION,Domestic,0.935239,3,2019-09-17,2024-04-15,,,,,,
KNEFNMWXBK39,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",,JO-KELL INC.,JO-KELL INC.,Domestic,0.922705,11,2017-06-28,2024-11-22,,,,,,
NKUARJG8E2E8,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",,,ROSCID TECHNOLOGIES,Domestic,0.881597,4,2017-03-06,2023-11-13,,,,,,
CERUMMHMPXZ9,541380,Testing Laboratories and Services,,"MISTRAS GROUP, INC.","CONAM INSPECTION AND ENGINEERING SERVICES, INC.",Domestic,0.877933,5,2016-02-22,2023-07-18,,,,,,
