vintage,pb_year,li,class,category,is_total,fy,value_$M
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2029,1191.642
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2030,1295.917
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (3) - SHIPBUILDER PROCURED LLTM,yes,2031,1282.388
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2025,216.261
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2026,261.290
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2027,297.347
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2028,301.020
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2029,309.689
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2030,320.267
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (4) - MISSILE TUBE CONTINUOUS PRODUCTION & OUTFITTING,yes,2031,271.046
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2025,608.727
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2026,583.783
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2027,623.336
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2028,638.378
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2029,653.770
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2030,669.536
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (5) - ADVANCE CONSTRUCTION,yes,2031,685.682
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2025,489.266
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2026,376.645
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2027,172.483
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2028,174.596
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2029,15.455
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2030,1012.365
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (6) - EOQ IN SUPPORT OF MULTI PROGRAM PROCUREMENT,yes,2031,690.536
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2025,47.320
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2026,46.155
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2027,37.619
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2028,38.923
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2029,45.515
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2030,40.416
FY27,2027,1045,Columbia,BASIC CONSTRUCTION (7) - SHIPYARD MANUFACTURED ITEMS CONTINUOUS PRODUCTION,yes,2031,31.141
FY27,2027,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2025,1526.697
FY27,2027,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2026,1440.528
FY27,2027,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2027,1490.144
FY27,2027,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2028,1544.116
FY27,2027,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2029,1602.529
FY27,2027,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2030,1665.462
FY27,2027,1045,Columbia,NUCLEAR PROPULSION PLANT EQUIPMENT (8),yes,2031,1777.679
FY27,2027,1045,Columbia,HM&E (9),yes,2025,75.475
FY27,2027,1045,Columbia,HM&E (9),yes,2026,86.202
FY27,2027,1045,Columbia,HM&E (9),yes,2027,74.393
FY27,2027,1045,Columbia,HM&E (9),yes,2028,119.156
FY27,2027,1045,Columbia,HM&E (9),yes,2029,78.284
FY27,2027,1045,Columbia,HM&E (9),yes,2030,79.138
FY27,2027,1045,Columbia,HM&E (9),yes,2031,80.929
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2025,130.919
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2026,124.346
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2027,119.757
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2028,123.215
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2029,131.606
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2030,174.506
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (10) - LLTM,yes,2031,79.012
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2025,5.035
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2026,5.509
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2027,5.848
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2028,17.051
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2029,3.115
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2030,5.604
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (11) - ECONOMIC ORDER QUANTITY,yes,2031,4.930
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2025,86.783
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2026,108.205
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2027,135.555
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2028,154.340
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2029,90.819
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2030,104.595
FY27,2027,1045,Columbia,ORDNANCE SWS SHIPBOARD SYSTEMS (12) - CONTINUOUS PRODUCTION,yes,2031,93.629
FY27,2027,1045,Columbia,ELECTRONICS (13),yes,2025,69.854
FY27,2027,1045,Columbia,ELECTRONICS (13),yes,2026,110.601
FY27,2027,1045,Columbia,ELECTRONICS (13),yes,2027,81.760
FY27,2027,1045,Columbia,ELECTRONICS (13),yes,2028,83.395
FY27,2027,1045,Columbia,ELECTRONICS (13),yes,2029,85.063
FY27,2027,1045,Columbia,ELECTRONICS (13),yes,2030,86.765
FY27,2027,1045,Columbia,ELECTRONICS (13),yes,2031,88.499
FY27,2027,1045,Columbia,Electronics EOQ (14),yes,2025,59.500
FY27,2027,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2025,6215.939
FY27,2027,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2026,5350.766
FY27,2027,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2027,4763.342
FY27,2027,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2028,5363.445
FY27,2027,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2029,4916.623
FY27,2027,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2030,6078.750
FY27,2027,1045,Columbia,TOTAL: Advance Procurement / Obligation Authority,grand,2031,5716.743
FY27,2027,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2025,1273.090
FY27,2027,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2026,1336.590
FY27,2027,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2027,1403.490
FY27,2027,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2028,1473.600
FY27,2027,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2029,1547.400
FY27,2027,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2030,1624.800
FY27,2027,2013,Virginia,Nuclear Propulsion Plant Equipment LLTM,subitem,2031,1706.170
FY27,2027,2013,Virginia,Electronics Equipment LLTM,subitem,2025,33.056
FY27,2027,2013,Virginia,Electronics Equipment LLTM,subitem,2026,33.718
FY27,2027,2013,Virginia,Electronics Equipment LLTM,subitem,2027,34.392
FY27,2027,2013,Virginia,Electronics Equipment LLTM,subitem,2028,35.080
FY27,2027,2013,Virginia,Electronics Equipment LLTM,subitem,2029,35.783
FY27,2027,2013,Virginia,Electronics Equipment LLTM,subitem,2030,36.497
FY27,2027,2013,Virginia,Electronics Equipment LLTM,subitem,2031,37.227
FY27,2027,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2025,50.498
FY27,2027,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2026,51.508
FY27,2027,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2027,52.538
FY27,2027,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2028,53.589
FY27,2027,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2029,54.662
FY27,2027,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2030,55.755
FY27,2027,2013,Virginia,Non-Nuclear Propulsion / Propulsor LLTM,subitem,2031,56.870
FY27,2027,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2025,820.076
FY27,2027,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2026,598.620
FY27,2027,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2027,611.172
FY27,2027,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2028,623.395
FY27,2027,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2029,692.930
FY27,2027,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2030,606.423
FY27,2027,2013,Virginia,Long Lead-Time CFE One Year AP,subitem,2031,618.552
FY27,2027,2013,Virginia,Long Lead-Time CFE Two Year AP,subitem,2025,245.234
FY27,2027,2013,Virginia,Long Lead-Time CFE Two Year AP,subitem,2026,268.518
FY27,2027,2013,Virginia,Long Lead-Time CFE Two Year AP,subitem,2027,273.856
FY27,2027,2013,Virginia,Long Lead-Time CFE Two Year AP,subitem,2028,355.949
FY27,2027,2013,Virginia,Long Lead-Time CFE Two Year AP,subitem,2029,266.388
FY27,2027,2013,Virginia,Long Lead-Time CFE Two Year AP,subitem,2030,271.723
FY27,2027,2013,Virginia,Long Lead-Time CFE Two Year AP,subitem,2031,277.157
FY27,2027,2013,Virginia,Advance Procurement,yes,2025,2421.954
FY27,2027,2013,Virginia,Advance Procurement,yes,2026,2288.954
FY27,2027,2013,Virginia,Advance Procurement,yes,2027,2375.448
FY27,2027,2013,Virginia,Advance Procurement,yes,2028,2541.613
FY27,2027,2013,Virginia,Advance Procurement,yes,2029,2597.163
FY27,2027,2013,Virginia,Advance Procurement,yes,2030,2595.198
FY27,2027,2013,Virginia,Advance Procurement,yes,2031,2695.976
FY27,2027,2013,Virginia,Economic Order of Quantity,yes,2025,1298.349
FY27,2027,2013,Virginia,Economic Order of Quantity,yes,2026,707.862
FY27,2027,2013,Virginia,Economic Order of Quantity,yes,2029,1501.595
FY27,2027,2013,Virginia,Economic Order of Quantity,yes,2030,1433.476
FY27,2027,2013,Virginia,Economic Order of Quantity,yes,2031,781.536
FY27,2027,2013,Virginia,Plans,yes,2026,130.000
FY27,2027,2013,Virginia,Plans,yes,2027,1768.170
FY27,2027,2013,Virginia,Plans,yes,2028,1943.720
FY27,2027,2013,Virginia,Plans,yes,2029,1602.690
FY27,2027,2013,Virginia,Plans,yes,2030,285.000
FY27,2027,2013,Virginia,Plans,yes,2031,214.000
FY27,2027,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2025,3720.303
FY27,2027,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2026,3126.816
FY27,2027,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2027,4143.618
FY27,2027,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2028,4485.333
FY27,2027,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2029,5701.448
FY27,2027,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2030,4313.674
FY27,2027,2013,Virginia,TOTAL: Advance Procurement / Obligation Authority,grand,2031,3691.512
