prime_piid,prime_agency_id,prime_referenced_idv_piid,prime_recipient,sub_award_report_id,sub_award_number,amount_type,amount,dollars_basis,sub_action_date,fiscal_year,submitted_date,sub_entity_name,sub_entity_uei,sub_parent_uei,sub_parent_name,sub_description,prime_naics,capability_node,source_system,source_id,extract_run_id,row_hash
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,29919234,M15990,subaward,383545.14,then_year,2026-01-09,2026,2026-02-03,"EBDG, INC.",RKLZWNHGDHP7,RKLZWNHGDHP7,"EBDG, INC.","T&M Line for Updating Production Design Drawings and supporting data to support Army CDRL’s A022/A024
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,3be57729e6879f01
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,29833248,M19292,subaward,473718.0,then_year,2025-12-29,2026,2026-01-05,AMERICAN BUREAU OF SHIPPING,MMU8RZF8HMH9,MMU8RZF8HMH9,AMERICAN BUREAU OF SHIPPING,"Classification Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,0c48a4435915a3a4
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,29833247,M17763,subaward,42495.55,then_year,2025-11-26,2026,2026-01-05,GIBBS & COX INC,FP4RE6MMV6P8,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.","T&M Line for Updating Functional Design Drawings and supporting data
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,a7101271342b5b8e
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,29743574,M19094,subaward,3644374.0,then_year,2025-11-14,2026,2025-11-26,"SUPREME INTEGRATED TECHNOLOGY, INC.",M8LCUMSL3TQ7,,,"Onsite Support
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,9e61bc4c98f45014
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,29743573,M18081,subaward,47000.0,then_year,2024-12-16,2025,2025-11-26,"Five Point Acquisitions, LLC",RAZ9DVSKLLF4,RAZ9DVSKLLF4,"Five Point Acquisitions, LLC","Fasteners
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,24e021b61c39f0c6
W912CH24F0172,9700,W56HZV17D0086,VIGOR WORKS LLC,29743572,M18748,subaward,209860.34,then_year,2025-09-02,2025,2025-11-26,"PIERCE ALUMINUM COMPANY, INC.",N5HGL94UC1D6,,,"Aluminum Tubes, Bars, Pipes, and Angles
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,702ab8202e0782f4
W912BU16C0029,9700,,"METAL TRADES, LLC",21905709,531,subaward,79800.0,then_year,2016-07-18,2016,2018-04-27,"MARITIME DESIGN, INC.",M8D9RJ569EG7,,,Detailed design and engineering support,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,313a6111db9501cc
W912BU16C0029,9700,,"METAL TRADES, LLC",21905708,531,subaward,86384.0,then_year,2018-03-05,2018,2018-04-27,"MAIN INDUSTRIES, INC.",EJB6ZB4NKGJ7,EJB6ZB4NKGJ7,"MAIN INDUSTRIES, INC.",Paint ,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,83f26556ebf481e6
W912BU16C0029,9700,,"METAL TRADES, LLC",21905707,531,subaward,49725.0,then_year,2018-04-13,2018,2018-04-27,"K M D MARINE, INC",FK25WFJJCL96,,,Towing ,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,c6a798bac2d9be3d
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,30084663,M19622,subaward,31129.53,then_year,2026-03-10,2026,2026-04-07,ANIXTER INC,TAB4FBLR5UM1,LU7KP9UJJ5L7,"WESCO INTERNATIONAL, INC","CABLE, COAX, 50 OHM, DOUBLE SHIELDED, SOLID CONDUCTOR, TIMES MICROWAVE LMR-400
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,cf58496aa2cda584
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,30084662,M19790,subaward,31575.0,then_year,2026-04-02,2026,2026-04-07,"MILPOWER SOURCE, INC.",M44TGLVY8LQ1,,,"ELECTRONICS, POWER SUPPLY, 24 VDC OUTPUT, 355-485 VAC INPUT, 2640W, MILPOWER M9204-102
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,92821a7384b79305
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,30084661,M19678,subaward,31672.19,then_year,2026-03-16,2026,2026-04-07,VANGUARD DELTA LLC,FKSEU2SA3NC7,,,"CABLE, TINNED ANNEALED COPPER, 3 PAIR, 18 AWG, LOW SMOKE, INDIVIDUALLY SHIELDED PAIRS COPPER BRAID, 600V, M24640/16-02UN, 2XSW-3
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,35e852aeb59559ae
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,30084659,M19712,subaward,51403.23,then_year,2026-03-19,2026,2026-04-07,GRAYBAR ELECTRIC CO INC,M6RKANMSZJC7,WP8LRX9KNTC4,"GRAYBAR ELECTRIC COMPANY, INC.","CABLE LADDER, ALUMINUM, 400mm WIDTH, OGLAEND SYSTEMS, RZE-R CL-400 AL OR EQUAL SOLD AS 3M EA
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,854e09f374e3868d
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,30084658,M19680,subaward,52471.86,then_year,2026-03-17,2026,2026-04-07,HARDWARE SPECIALTY CO,DMZLNDQW1RD6,LZQFW2PSQ4C3,HARDWARE SPECIALTIES,"CABLE, TINNED ANNEALED COPPER, 3 CONDUCTOR, 14 AWG, LOW SMOKE, OVERALL SHIELDED COPPER BRAID, 600V, M24643/43-14UO, LS3SJ-14
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,dd307bf2c93eb367
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,30084656,M19624,subaward,53198.61,then_year,2026-03-11,2026,2026-04-07,VANGUARD DELTA LLC,FKSEU2SA3NC7,,,"CABLE, ANNEALED COPPER, 4 CONDUCTOR, 7 AWG, LOW SMOKE, 1kV, M24643/17-04UN, LSFSGU-23
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,fc8d9d5e8d39da65
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,30084654,M19708,subaward,55200.0,then_year,2026-03-19,2026,2026-04-07,"ELECTRONIC MARINE SYSTEMS, INC.",U4HFNDDV2MZ7,U4HFNDDV2MZ7,"ELECTRONIC MARINE SYSTEMS, INC.","CHARGER, BATTERY, 24 VDC, 230 VAC, 100 AMP, EMS 26568-1 , 3 BANK, 3 OUTPUT, SMART CHARGING",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,db5a1b24c70a3af3
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,30084653,M19785,subaward,64577.5,then_year,2026-04-01,2026,2026-04-07,"W. & O. SUPPLY, INC.",RJSHP4TKENG3,,,"ACTUATOR, VALVE, ELECTRIC, MULTI TURN,  440-480 VAC, SILICON BRONZE BODY, 8.000 WHEEL, OUTPUT SPEED 24 RPM, FOR 2.000 - 6.000 GATE VALVE, DISCRETE I/O, PER MIL-M-17059
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,a309b115963a6998
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,30084652,M19625,subaward,70449.71,then_year,2026-03-10,2026,2026-04-07,HARDWARE SPECIALTY CO,DMZLNDQW1RD6,LZQFW2PSQ4C3,HARDWARE SPECIALTIES,"CABLE, TINNED ANNEALED COPPER, 2 CONDUCTOR, 10 AWG, LOW SMOKE, OVERALL SHIELDED COPPER BRAID, 1kV, M24643/66-03UO, LS2OW-9, NSN 6145016946291
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,bdb11ff8b7709461
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,30084650,M19269,subaward,88200.0,then_year,2026-03-31,2026,2026-04-07,MARITIME TECHNOLOGY GROUP INC,KG7ATM3AJ826,,,"Maritime Technology Group, Inc. (MTG) - Redline Assessment
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,c981ea5614c0ba59
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,30084649,M19623,subaward,214424.66,then_year,2026-03-10,2026,2026-04-07,MURRAY BENJAMIN ELECTRIC CO LLC,E5NZAXG4MNB7,,,"CABLE, ANNEALED COPPER, 4 PAIR, 24 AWG, LOW SMOKE, OVERALL SHIELDED ALUMINUM/POLYESTER, 300V, M24643/59-04UO, LSC5OSW-4, CAT 5e
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,bfd22e503ac9ad32
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,30084648,M19666,subaward,245497.5,then_year,2026-03-13,2026,2026-04-07,"PACIFIC POWER GROUP, LLC",VCWRFP45TJA9,,,"GENSET, PACKAGE, MISC COMPONENTS, PACIFIC POWR GROUP, PER PPG 18-PPGMSVL-SSDG1 --Emergency Diesel Generator unit (EDG) - qty 1 - Ship Service Diesel Generator units (SSDG)  - QTY 2
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,731d3026e173c4dd
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,30084647,M19412,subaward,654393.07,then_year,2026-03-19,2026,2026-04-07,"JR MERIT, INC.",GDL7K7FPEC13,,,"""MSV(L) LRIP-2 – JR Merit Change Event #003 11731-52400-421 – Aux Sea Water Cooling Production Booklet – Unit 2
Booklet Name: 11731-52400-421
 Aux Sea Water Cooling Production Booklet – Unit 2
Inclusions:
• Fabrication Labor: $ 21,113.37
• Pressure Testing Labor: $ 8,332.50
• Pressure Testing Materi",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,f579c53a1625d41c
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29994632,M18800,subaward,69698.6,then_year,2026-02-26,2026,2026-03-02,ITEN DEFENSE LLC,GFJ6HN3NNEQ5,,,"Ballistic Test Coupons 
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,fec85a71914e4cc5
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29994567,M19548,subaward,643049.95,then_year,2026-02-19,2026,2026-03-02,"TELEDYNE FLIR DEFENSE, INC.",G7WGK6L5ES76,,,"Cable Assembly and Electronics
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,3eb7527c717326ec
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29994564,M19511,subaward,100200.0,then_year,2026-02-10,2026,2026-03-02,"JANICKI INDUSTRIES, INC.",F3XDPM56RAR8,YDGZAKELWJX4,JANICKI INDUSTRIES INC,"PLATE PART, AL 5086-H116, CUT FROM VIGOR PN 218699, .375, FORMING INFO: Curved, HOLES: No
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,7940b26abf59365f
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29919211,M19414,subaward,1134259.34,then_year,2026-01-22,2026,2026-02-03,"JR MERIT, INC.",GDL7K7FPEC13,,,"LRIP-2 Pipe Spools Phase 1 Material Supply 
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,d917689eef12484f
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29919208,M19413,subaward,126586.0,then_year,2026-01-22,2026,2026-02-03,MORGAN INDUSTRIAL INC,JZM8J7FA1JN7,G1DQYYJLQ257,OMEGA MORGAN INC,"MSVL Airbag Launch Vancouver, WA (374K) - 2026 / 2027
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,cd05a70e8e454523
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29919204,M19412,subaward,449165.82,then_year,2026-01-21,2026,2026-02-03,"JR MERIT, INC.",GDL7K7FPEC13,,,"Vigor Marine Fabrication Request for Proposal pp12236 – MSV(L) LRIP-2 Pipe Spool Fabrication
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,9a739835c0ec5b85
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29919200,M18238,subaward,51500.0,then_year,2026-01-20,2026,2026-02-03,"ELECTRONIC MARINE SYSTEMS, INC.",U4HFNDDV2MZ7,U4HFNDDV2MZ7,"ELECTRONIC MARINE SYSTEMS, INC.","Pilothouse Display Update
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,52ca54f21ecc2da3
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29919196,M17763,subaward,10000.0,then_year,2026-01-05,2026,2026-02-03,GIBBS & COX INC,FP4RE6MMV6P8,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.","T&M Line for completion of CMPIC support
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,4a388fed1bd8d091
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29919190,M15990,subaward,383545.14,then_year,2026-01-09,2026,2026-02-03,"EBDG, INC.",RKLZWNHGDHP7,RKLZWNHGDHP7,"EBDG, INC.","T&M Line for Updating Production Design Drawings and supporting data to support Army CDRL’s A022/A024
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,b20b143f7d747d11
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29833241,M18235,subaward,66971.37,then_year,2025-11-21,2026,2026-01-05,"Centek Industries, Inc.",P6RMB3PQK8V8,,,"Exhaust, Modular Muffler and Riser Kit
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,c9c0e394276e18e3
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29833240,M17763,subaward,51580.35,then_year,2025-11-26,2026,2026-01-05,GIBBS & COX INC,FP4RE6MMV6P8,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.","T&M Line for Updating Functional Design Drawings and supporting data
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,1437820353cd9c67
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743441,M18985,subaward,142391.75,then_year,2025-10-23,2026,2025-11-26,"WESTERN INTEGRATED TECHNOLOGIES, INC.",DHG4LHMMFKU4,XKRMZCLZL2K3,"Western Integrated Technologies, LLC","Hose Fitting, Flange, and Hydraulics
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,3ce71f934866d390
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743432,M19066,subaward,40935.0,then_year,2025-11-09,2026,2025-11-26,"US Watermaker, Inc.",HV5PCLHMLGB5,HV5PCLHMLGB5,"US Watermaker, Inc.","WATERMAKER, 1500 GPD, 460 VAC, 60 Hz, 3 PHASE, US WATERMAKER WORKBOAT 3",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,cc47932c0b15b688
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743430,M17855,subaward,46706.66,then_year,2024-10-08,2025,2025-11-26,TRIDENT AEROSPACE AND ELECTRONICS INC.,PBLLA2ZJC2N7,,,"Annealed Copper Cable
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,6c1d14c188a7fb38
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743428,M19100,subaward,41896.0,then_year,2025-11-17,2026,2025-11-26,TORK SYSTEMS INC,QMXJLLJZ5QY4,SDD9PKYQAXZ7,TORK SYSTEMS INCORPORATED,"Ball Valve
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,cae0a1006cd0b8db
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743424,M18066,subaward,3546607.0,then_year,2024-12-09,2025,2025-11-26,"SUPREME INTEGRATED TECHNOLOGY, INC.",M8LCUMSL3TQ7,,,Ramp Package,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,386367e8814e026e
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743419,M19103,subaward,149200.0,then_year,2025-11-18,2026,2025-11-26,REVERE MARINE LLC,PGNCM54YLZM5,,,"Consulting Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,cbf2bbfc29342a3a
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743413,M18949,subaward,44450.0,then_year,2025-10-17,2026,2025-11-26,REPUBLIC BRASS SALES INC.,ZG9NMGGJRHF9,,,"Valves
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,704cffa39048f541
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743411,M18079,subaward,47000.0,then_year,2024-12-16,2025,2025-11-26,"Five Point Acquisitions, LLC",RAZ9DVSKLLF4,RAZ9DVSKLLF4,"Five Point Acquisitions, LLC","Fasteners
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,48023d72115481eb
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743408,M17883,subaward,1250741.2,then_year,2025-06-18,2025,2025-11-26,"PIERCE ALUMINUM COMPANY, INC.",N5HGL94UC1D6,,,"Aluminum Tubes, Bars, Pipes, and Angles
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,2731ea21ffc70b5b
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743404,M18347,subaward,981154.0,then_year,2025-04-21,2025,2025-11-26,"PIERCE ALUMINUM COMPANY, INC.",N5HGL94UC1D6,,,"Aluminum Material Cutting Service and Prefabrication
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,c92b587bbf3a24c3
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743402,M18283,subaward,50000.0,then_year,2025-03-17,2025,2025-11-26,PHILIP M NORRIS CONSULTING,EEP5QNZANT96,,,"Consulting Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,2837d60fee7af2bf
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743399,M18316,subaward,632517.0,then_year,2025-04-02,2025,2025-11-26,PERFORMANCE CONTRACTING INC,H1CYUDQAKXU8,H1CYUDQAKXU8,PERFORMANCE CONTRACTING INC,"Insulation Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,107c16ff77167eb9
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743396,M18293,subaward,598230.0,then_year,2025-03-21,2025,2025-11-26,PERFORMANCE CONTRACTING INC,H1CYUDQAKXU8,H1CYUDQAKXU8,PERFORMANCE CONTRACTING INC,"Joinery Service
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,89d3eae848e59e93
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743395,M17779,subaward,2718366.77,then_year,2024-09-23,2024,2025-11-26,NORTHROP GRUMMAN SYSTEMS CORPORATION,FLFWQK6517M3,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,"Electronic Equipment for Navigation and Communication Systems as Contractor Furnished Equipment
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,137e8b8e75b19859
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743370,M17232-1,subaward,3559234.04,then_year,2024-12-20,2025,2025-11-26,MOTOR SERVICES HUGO STAMP INC,MS5BUY1ZLGL1,LDHFABTGMA87,"MOTOR-SERVICES HUGO STAMP, INC","Gear, Couplings, Routers, and Button Panels
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,0deb34c64677bf77
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743369,M17968,subaward,810098.51,then_year,2024-11-06,2025,2025-11-26,ITEN DEFENSE LLC,GFJ6HN3NNEQ5,,,"Ballistic Armor
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,f9c97f61b731b68f
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743300,M18800,subaward,612564.61,then_year,2025-09-16,2025,2025-11-26,ITEN DEFENSE LLC,GFJ6HN3NNEQ5,,,"Ballistic Armor
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,5439e29f288bf31a
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743264,M18219,subaward,80053.35,then_year,2025-02-12,2025,2025-11-26,IMTRA CORP,K38UM4CSFFN1,K38UM4CSFFN1,IMTRA CORP,"Watertight door and hatch
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,e8a3e017386b3c96
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743263,M18238,subaward,475194.0,then_year,2025-07-14,2025,2025-11-26,"ELECTRONIC MARINE SYSTEMS, INC.",U4HFNDDV2MZ7,U4HFNDDV2MZ7,"ELECTRONIC MARINE SYSTEMS, INC.","IECSS System
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,1ea1a23632d209d8
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743241,M18251,subaward,417500.0,then_year,2025-02-27,2025,2025-11-26,"ELECTRONIC MARINE SYSTEMS, INC.",U4HFNDDV2MZ7,U4HFNDDV2MZ7,"ELECTRONIC MARINE SYSTEMS, INC.","Switchboard
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,0e1c5851e6cb197e
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743217,M18239,subaward,86774.0,then_year,2025-02-24,2025,2025-11-26,"ELECTRONIC MARINE SYSTEMS, INC.",U4HFNDDV2MZ7,U4HFNDDV2MZ7,"ELECTRONIC MARINE SYSTEMS, INC.","Condition Based Monitoring System
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,79a2e622f0eba8e9
W56HZV23F0479,9700,W56HZV17D0086,VIGOR WORKS LLC,29743215,M18235,subaward,197277.29,then_year,2025-08-12,2025,2025-11-26,"Centek Industries, Inc.",P6RMB3PQK8V8,,,"Exhaust Modular Muffler and Riser Kit
",336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,16193de19a456c8f
0006,9700,W56HZV16D0061,SERCO INC,19506786,NSBU000315 Rel 3,subaward,9351137.74,then_year,2018-09-28,2018,2023-10-31,"SWIFTSHIPS, LLC",R148NULHK6H3,,,Services,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,5afc6f0fa8fc2db0
0006,9700,W56HZV16D0061,SERCO INC,19506785,NSBU000315 - Release 3,subaward,342093.96,then_year,2018-09-28,2018,2022-10-21,"SWIFTSHIPS, LLC",R148NULHK6H3,,,SERVICES,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,364d1c64a9c354ad
0006,9700,W56HZV16D0061,SERCO INC,19506784,NSBU000315 - Release 3,subaward,220131.9,then_year,2018-09-28,2018,2023-10-31,"SWIFTSHIPS, LLC",R148NULHK6H3,,,Services,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,72a65653cb5836c5
0006,9700,W56HZV16D0061,SERCO INC,19506783,NSBU000315 - Release 3,subaward,138959.24,then_year,2018-09-28,2018,2023-10-31,"SWIFTSHIPS, LLC",R148NULHK6H3,,,Services,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,9f7adde417c37d4f
0006,9700,W56HZV16D0061,SERCO INC,19506782,NSBU000315 - Release 3,subaward,138959.24,then_year,2018-09-28,2018,2023-10-31,"SWIFTSHIPS, LLC",R148NULHK6H3,,,Services,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,ee55264da5245240
0006,9700,W56HZV16D0061,SERCO INC,19506781,NSBU000315 - Release 3,subaward,-250000.0,then_year,2018-09-28,2018,2024-11-12,"SWIFTSHIPS, LLC",R148NULHK6H3,,,Services,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,e877b9b9f958e335
0006,9700,W56HZV16D0061,SERCO INC,19506780,NSBU000616,subaward,33190.0,then_year,2021-03-19,2021,2023-10-31,CATERPILLAR INC.,EGH3SHQPQJN9,N9K8Y7U3RGA9,Caterpillar Inc.,Services,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,e39fcb6dcaa44d0a
0006,9700,W56HZV16D0061,SERCO INC,19506779,P000046797,subaward,32980.0,then_year,2023-06-13,2023,2023-10-31,CATERPILLAR INC,EGH3SHQPQJN9,,,Services,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,53735ed026d7616f
0006,9700,W56HZV16D0061,SERCO INC,19506778,P000039217,subaward,192008.0,then_year,2020-06-17,2020,2023-10-31,AMERICAN BUREAU OF SHIPPING,MMU8RZF8HMH9,MMU8RZF8HMH9,AMERICAN BUREAU OF SHIPPING,Services,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,64f30f6313bdcde6
0006,9700,W56HZV16D0061,SERCO INC,19506777,P000039217,subaward,8325.0,then_year,2020-06-17,2020,2022-10-21,AMERICAN BUREAU OF SHIPPING,MMU8RZF8HMH9,MMU8RZF8HMH9,AMERICAN BUREAU OF SHIPPING,Services,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,5a1d6d0698d37003
W912P820C0078,9700,,"MODERN AMERICAN RECYCLING & REPAIR SERVICES OF ALABAMA, LLC",21965597,M128007,subaward,172546.0,then_year,2020-10-09,2021,2022-01-31,"WORTH INDUSTRIES, INC.",YVKMD9NWFJP9,,,New Insulation Installation (Rope Stowage & Boatswain Stores),336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,46d73ed8e0800e24
W912P820C0078,9700,,"MODERN AMERICAN RECYCLING & REPAIR SERVICES OF ALABAMA, LLC",21965596,M128007,subaward,138725.0,then_year,2020-12-28,2021,2021-01-20,"WORTH INDUSTRIES, INC.",YVKMD9NWFJP9,,,Weather deck insulation and vent ducting repairs and replacement,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,09b5da8ccab33b60
W912P820C0078,9700,,"MODERN AMERICAN RECYCLING & REPAIR SERVICES OF ALABAMA, LLC",21965595,M128007,subaward,126550.0,then_year,2020-10-09,2021,2022-01-31,"WORTH INDUSTRIES, INC.",YVKMD9NWFJP9,,,New Overhead Insulation On Poop & Upper Deck Passageways,336611,,sam_subaward,SAM-SUBAWARD,army-contracts-aggregate-2026-06-20,accd037c67d10484
