Subawardee UEI,Subawardee Vendor Name,Subawardee DBA Name,Parent UEI,Parent Vendor Name,Subaward Report ID,Subaward Report Number,Subaward Number,Subaward Date,Submitted Date,Subaward Amount $,Subaward Description,Subawardee Street Address,Subawardee Street Address 2,Subawardee City,Subawardee Congressional District,Subawardee State Code,Subawardee State Name,Country Code,Country Name,Subawardee ZIP,Business Type Codes,Business Type Names,Top Pay Salaries,Top Pay Employee Names,Prime PIID,Prime Contract Key,Agency ID,Referenced IDV PIID,Referenced IDV Agency ID,Prime Award Type,Total Contract Value $,Base Award Date Signed,Prime Entity UEI,Prime Entity Name,Description of Requirement,Prime NAICS,Prime NAICS Description,Funding Agency Code,Funding Agency Name,Funding Office Code,Funding Office Name,Funding Department Code,Funding Department Name,Contracting Agency Code,Contracting Agency Name,Contracting Office Code,Contracting Office Name,Contracting Department Code,Contracting Department Name
MF1LU8RPCMB8,RANOR INC.,ELECTRIC BOAT CORPORATION,MF1LU8RPCMB8,RANOR INC.,20959755,a7bb812c-fcba-11ef-8e2a-e7034f2d18cd,1000058390,2023-06-29,2025-03-05,748990.02,see complete description,1 BELLA DR,,westminster,03,MA,Massachusetts,USA,United States,014731058,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MF1LU8RPCMB8,RANOR INC.,ELECTRIC BOAT CORPORATION,MF1LU8RPCMB8,RANOR INC.,20959746,a7bb6980-fcba-11ef-8e2a-e7034f2d18cd,PPF185=046,2023-07-28,2024-01-01,4176.0,See Complete Description,1 BELLA DR,,westminster,03,MA,Massachusetts,USA,United States,014731058,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.7023472625E10,2023-12-21,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MODIFY ASHORE TELEPHONE SYSTEM,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MF1LU8RPCMB8,RANOR INC.,ELECTRIC BOAT CORPORATION,MF1LU8RPCMB8,RANOR INC.,20959752,a7bb798e-fcba-11ef-8e2a-e7034f2d18cd,1000065755,2023-10-20,2024-01-01,347500.0,see report,1 BELLA DR,,westminster,03,MA,Massachusetts,USA,United States,014731058,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.7023472625E10,2023-12-21,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MODIFY ASHORE TELEPHONE SYSTEM,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MF1LU8RPCMB8,RANOR INC.,ELECTRIC BOAT CORPORATION,MF1LU8RPCMB8,RANOR INC.,20959751,a7bb7704-fcba-11ef-8e2a-e7034f2d18cd,1000065758,2023-10-20,2024-01-01,148000.0,see report,1 BELLA DR,,westminster,03,MA,Massachusetts,USA,United States,014731058,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.7023472625E10,2023-12-21,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MODIFY ASHORE TELEPHONE SYSTEM,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MF1LU8RPCMB8,RANOR INC.,ELECTRIC BOAT CORPORATION,MF1LU8RPCMB8,RANOR INC.,20959745,a7bb6700-fcba-11ef-8e2a-e7034f2d18cd,1000049726,2023-11-03,2024-05-18,4176.0,see complete description,1 BELLA DR,,westminster,03,MA,Massachusetts,USA,United States,014731058,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.8085751725E10,2024-05-07,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,INCORPORATION OF FIRE CONTROL SWITCHBOARD MINIMUM CURRENT REQUIREMENTS,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MF1LU8RPCMB8,RANOR INC.,ELECTRIC BOAT CORPORATION,MF1LU8RPCMB8,RANOR INC.,20959750,a7bb7416-fcba-11ef-8e2a-e7034f2d18cd,1000069090,2023-12-20,2024-05-18,55600.0,see complete description,1 BELLA DR,,westminster,03,MA,Massachusetts,USA,United States,014731058,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.8085751725E10,2024-05-07,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,INCORPORATION OF FIRE CONTROL SWITCHBOARD MINIMUM CURRENT REQUIREMENTS,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MF1LU8RPCMB8,RANOR INC.,ELECTRIC BOAT CORPORATION,MF1LU8RPCMB8,RANOR INC.,20959743,a7bb6106-fcba-11ef-8e2a-e7034f2d18cd,1000069090,2024-04-08,2025-03-04,1670.0,See Below,1 BELLA DR,,westminster,03,MA,Massachusetts,USA,United States,014731058,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MF1LU8RPCMB8,RANOR INC.,ELECTRIC BOAT CORPORATION,MF1LU8RPCMB8,RANOR INC.,20959747,a7bb6c0a-fcba-11ef-8e2a-e7034f2d18cd,1000069090,2024-06-25,2025-03-04,5990.0,See Below,1 BELLA DR,,westminster,03,MA,Massachusetts,USA,United States,014731058,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MF1LU8RPCMB8,RANOR INC.,ELECTRIC BOAT CORPORATION,MF1LU8RPCMB8,RANOR INC.,20959754,a7bb7e70-fcba-11ef-8e2a-e7034f2d18cd,1000083701,2024-08-14,2025-03-04,735920.0,See Below,1 BELLA DR,,westminster,03,MA,Massachusetts,USA,United States,014731058,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MFGMH9R7GMG3,"FORCE 3, LLC",ELECTRIC BOAT CORPORATION,H6DDCK12JBM7,"SIRIUS COMPUTER SOLUTIONS, INC.",20957788,a61d5d72-fcba-11ef-8e2a-e7034f2d18cd,PPF136=003,2019-07-15,2019-07-29,85238.89,SEE TEXT,2151 PRIEST BRIDGE DR STE 7,,crofton,03,MD,Maryland,USA,United States,211142466,2X,For-Profit Organization,397194; 472796; 374970; 452411; 370613,Josh  Weiner; Michael R Greaney; Jason  Parry; Martin  Calambro; Simone  Feldman,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2019-07-03,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,RELEASE OF CLAIMS 2ND QUARTER 2018,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62797,SUPV SHIPBUILD CONV - REP 2 ERP,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MGFUP827VKV2,"ROSS MACHINERY SALES, INC.",ELECTRIC BOAT CORPORATION,,,20959901,a7bd5952-fcba-11ef-8e2a-e7034f2d18cd,1000036193,2022-11-10,2025-03-06,3530.0,See Remarks,212 N PLAINS INDUSTRIAL RD,,wallingford,03,CT,Connecticut,USA,United States,064922358,2X,For-Profit Organization,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MK9SR2K87JN5,"LANDSTAR INWAY, INC.",ELECTRIC BOAT CORPORATION,J3C4WKJZZKN5,"Landstar System, Inc.",20958688,a62770b4-fcba-11ef-8e2a-e7034f2d18cd,SND180=080,2021-03-24,2021-05-28,1000000.0,SEE ITEM TEXT,1000 SIMPSON RD,,rockford,17,IL,Illinois,USA,United States,611024611,2X,For-Profit Organization,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2021-05-25,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,CLYS REALIGNMENT OF EFFORT BETWEEN CLINS,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N4109A,PROGRAM EXECUTIVE OFFICE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
MK9SR2K87JN5,"LANDSTAR INWAY, INC.",ELECTRIC BOAT CORPORATION,J3C4WKJZZKN5,"Landstar System, Inc.",20958689,a627735c-fcba-11ef-8e2a-e7034f2d18cd,SND180=080,2021-04-27,2022-03-29,1140155.55,SEE COMPLETE DESCRIPTION,1000 SIMPSON RD,,rockford,17,IL,Illinois,USA,United States,611024611,2X,For-Profit Organization,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-29,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,REVISE PERFORMANCE INCENTIVES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N4109A,PROGRAM EXECUTIVE OFFICE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
MK9SR2K87JN5,"LANDSTAR INWAY, INC.",ELECTRIC BOAT CORPORATION,J3C4WKJZZKN5,"Landstar System, Inc.",20958691,a627787a-fcba-11ef-8e2a-e7034f2d18cd,SND180=080,2021-05-20,2022-03-26,4000000.0,SEE TEXT,1000 SIMPSON RD,,rockford,17,IL,Illinois,USA,United States,611024611,2X,For-Profit Organization,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-09,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MOUNTING BOX PROCEDURE CHANGE SSBN 826/827,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62797,SUPV SHIPBUILD CONV - REP 2 ERP,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MK9SR2K87JN5,"LANDSTAR INWAY, INC.",ELECTRIC BOAT CORPORATION,J3C4WKJZZKN5,"Landstar System, Inc.",20958690,a6277618-fcba-11ef-8e2a-e7034f2d18cd,SND180=080,2023-03-10,2025-03-04,2000000.0,See Below,13410 SUTTON PARK DR S,,jacksonville,04,FL,Florida,USA,United States,322245270,2X,For-Profit Organization,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC.",ELECTRIC BOAT CORPORATION,MKDGDE6K34N5,"D. W. CLARK, INC.",20957281,a554fec2-fcba-11ef-8e2a-e7034f2d18cd,PPE172=005,2018-09-04,2018-10-06,68408.0,PATTERN,692 N BEDFORD ST,,east bridgewater,09,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2018-09-28,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,"COLUMBIA CLASS DESIGN COMPLETION INCENTIVES, INSTALLMENT AND INCREMENTAL FUNDING",541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N48160,PROGRAM EXECUTIVE OFFICER SUBMARINE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC.",ELECTRIC BOAT CORPORATION,MKDGDE6K34N5,"D. W. CLARK, INC.",20957275,a554ee64-fcba-11ef-8e2a-e7034f2d18cd,PPE203=049,2018-10-18,2019-01-04,32568.0,PATTERN,692 N BEDFORD ST,,east bridgewater,09,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2018-12-07,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,PIF FUNDING FOR CLIN 8000 INCENTIVES (MPMP AND UK KITS (MS3 AND MS4)) AND INCREMENTAL FUNDING ON CLIN 2000.,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N48160,PROGRAM EXECUTIVE OFFICER SUBMARINE,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC.",ELECTRIC BOAT CORPORATION,MKDGDE6K34N5,"D. W. CLARK, INC.",20957274,a554ebda-fcba-11ef-8e2a-e7034f2d18cd,PPE203=049,2018-10-18,2019-07-03,31512.16,SEE COMPLETE DESCRIPTION,692 N BEDFORD ST,,east bridgewater,09,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2019-07-03,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,RELEASE OF CLAIMS 2ND QUARTER 2018,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62797,SUPV SHIPBUILD CONV - REP 2 ERP,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC.",ELECTRIC BOAT CORPORATION,,"D. W. CLARK, INC.",20957278,a554f5b2-fcba-11ef-8e2a-e7034f2d18cd,1000018402,2021-12-13,2022-04-01,47059.0,See Full Text,692 N BEDFORD ST,,east bridgewater,08,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-04-01,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,GOVERNMENT FURNISHED PROPERTY SCHEDULE CHANGES,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC.",ELECTRIC BOAT CORPORATION,MKDGDE6K34N5,"D. W. CLARK, INC.",20957273,a554e946-fcba-11ef-8e2a-e7034f2d18cd,1000024754,2022-02-02,2022-03-26,28690.0,SEE TEXT,692 N BEDFORD ST,,east bridgewater,08,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-09,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MOUNTING BOX PROCEDURE CHANGE SSBN 826/827,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62797,SUPV SHIPBUILD CONV - REP 2 ERP,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC.",ELECTRIC BOAT CORPORATION,MKDGDE6K34N5,"D. W. CLARK, INC.",20957276,a554f0da-fcba-11ef-8e2a-e7034f2d18cd,1000025218,2022-02-10,2022-03-26,44849.0,SEE TEXT,692 N BEDFORD ST,,east bridgewater,08,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,1.358659769E10,2022-03-09,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,MOUNTING BOX PROCEDURE CHANGE SSBN 826/827,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N62797,SUPV SHIPBUILD CONV - REP 2 ERP,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC",ELECTRIC BOAT CORPORATION,MKDGDE6K34N5,"D. W. CLARK, INC",20957267,a554d99c-fcba-11ef-8e2a-e7034f2d18cd,1000029991,2022-04-20,2025-03-06,224234.0,See Below,692 N BEDFORD ST,,e bridgewater,08,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC",ELECTRIC BOAT CORPORATION,MKDGDE6K34N5,"D. W. CLARK, INC",20957264,a554d1a4-fcba-11ef-8e2a-e7034f2d18cd,1000029951,2022-04-25,2025-03-06,131280.0,See Below,692 N BEDFORD ST,,e bridgewater,08,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC",ELECTRIC BOAT CORPORATION,MKDGDE6K34N5,"D. W. CLARK, INC",20957252,a554b2be-fcba-11ef-8e2a-e7034f2d18cd,1000030063,2022-04-28,2025-03-06,44560.0,See Below,692 N BEDFORD ST,,e bridgewater,08,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC",ELECTRIC BOAT CORPORATION,MKDGDE6K34N5,"D. W. CLARK, INC",20957246,a554803c-fcba-11ef-8e2a-e7034f2d18cd,1000041478,2022-09-29,2025-03-06,7815.0,See Below,692 N BEDFORD ST,,e bridgewater,08,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC",ELECTRIC BOAT CORPORATION,MKDGDE6K34N5,"D. W. CLARK, INC",20957250,a554adaa-fcba-11ef-8e2a-e7034f2d18cd,1000041314,2022-10-03,2025-03-06,37824.0,See Below,692 N BEDFORD ST,,e bridgewater,08,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC",ELECTRIC BOAT CORPORATION,MKDGDE6K34N5,"D. W. CLARK, INC",20957261,a554ca1a-fcba-11ef-8e2a-e7034f2d18cd,1000040983,2022-10-04,2025-03-06,104760.0,See Below,692 N BEDFORD ST,,e bridgewater,08,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC",ELECTRIC BOAT CORPORATION,MKDGDE6K34N5,"D. W. CLARK, INC",20957265,a554d406-fcba-11ef-8e2a-e7034f2d18cd,1000041178,2022-10-18,2025-03-06,147000.0,See Below,692 N BEDFORD ST,,e bridgewater,08,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC",ELECTRIC BOAT CORPORATION,MKDGDE6K34N5,"D. W. CLARK, INC",20957266,a554d726-fcba-11ef-8e2a-e7034f2d18cd,1000043486,2022-11-07,2025-03-06,172620.0,See Below,692 N BEDFORD ST,,e bridgewater,08,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
MKDGDE6K34N5,"D. W. CLARK, INC",ELECTRIC BOAT CORPORATION,MKDGDE6K34N5,"D. W. CLARK, INC",20957263,a554cf38-fcba-11ef-8e2a-e7034f2d18cd,1000043748,2022-11-07,2025-03-06,118911.0,See Below,692 N BEDFORD ST,,e bridgewater,08,MA,Massachusetts,USA,United States,023331126,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002417C2117,CONT_AWD_N0002417C2117_9700_-NONE-_-NONE-,9700,,,AWARD,2.1121991953E10,2025-03-04,E7BEKJ4V9528,ELECTRIC BOAT CORPORATION,STREAMLINED CHANGES COUPONS SSBN 826,541330,541330 -- Engineering Services,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N62789,SUP OF SHIPBUILDING GROTON,9700,DEPT OF DEFENSE
