tier,pre_award,type,posted,deadline,title,agency_path,naics,psc,set_aside,solicitation_number,notice_id,ui_link,matched_queries
VESSEL,yes,Solicitation,2026-06-02,2026-06-22,YON-285 Outfit,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926R0013,439a83259a1e480783cb9845691b093b,https://sam.gov/workspace/contract/opp/439a83259a1e480783cb9845691b093b/view,naics_336611
VESSEL,yes,Solicitation,2026-06-07,2026-06-22,USS HIGGINS (DDG-76) 6C1 FARM OUT BUNDLE 5,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926RA053,9cbc9acaaa254c8bb4db30bbbb2f4da9,https://sam.gov/workspace/contract/opp/9cbc9acaaa254c8bb4db30bbbb2f4da9/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-08,2026-06-22,"47--EXPANSION JOINT,PIP",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336611,47,,SPE7M326T6665,5adad19ba9274e79be0ee16213d65f63,https://sam.gov/workspace/contract/opp/5adad19ba9274e79be0ee16213d65f63/view,naics_336611
VESSEL,yes,Sources Sought,2026-06-08,2026-06-22,Dock-Side (DS): CGC RELIANCE DS,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 1(00080)",336611,J998,,70Z08026SCGCRELIANCEAA,08e104c4f9e34f94bd4c719441c1d348,https://sam.gov/workspace/contract/opp/08e104c4f9e34f94bd4c719441c1d348/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-09,2026-06-22,Barge Overhaul Services - Portsmouth Naval Shipyard,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA SHIPYARD.PORTSMOUTH NAVAL SHIPYARD GF,336611,J019,SBA,N3904026Q4819,771dc37394984af29a48f18c76c58c1c,https://sam.gov/workspace/contract/opp/771dc37394984af29a48f18c76c58c1c/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-09,2026-06-22,20--FACE,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336612,20,SBA,SPE7M426T174X,a346bbc0c58243489736b44a2de48bce,https://sam.gov/workspace/contract/opp/a346bbc0c58243489736b44a2de48bce/view,naics_336612
VESSEL,yes,Solicitation,2026-06-10,2026-06-22,USNS AMELIA EARHART (T-AKE 3) Regular Overhaul (ROH),DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264926RL008,f06b0a6554d140d58d9740e6fa0865a7,https://sam.gov/workspace/contract/opp/f06b0a6554d140d58d9740e6fa0865a7/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-10,2026-06-22,"69--MODIFICATION KIT,TR",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.TROOP SUPPORT CONSTRUCTION & EQUIPMENT.DLA TROOP SUPPORT,336611,69,SDVOSBC,SPE8E926T2864,a4c9ff08e44f4b35890fa4d3fbe954b6,https://sam.gov/workspace/contract/opp/a4c9ff08e44f4b35890fa4d3fbe954b6/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-10,2026-06-22,53--UPPER LEAD SUPPORT,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME COLUMBUS.DLA LAND AND MARITIME,336611,53,,SPE7M226T5081,22d87f8f15a94248af3bc7b1aed30be1,https://sam.gov/workspace/contract/opp/22d87f8f15a94248af3bc7b1aed30be1/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-11,2026-06-22,3315 MVK Crane Barge,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST PHILADELPHIA.W2SD ENDIST PHILADELPHIA,336611,1935,SBA,W912BU26BA013,ed4f6567c4d34b2fb8bba78794f03e61,https://sam.gov/workspace/contract/opp/ed4f6567c4d34b2fb8bba78794f03e61/view,naics_336611
VESSEL,yes,Solicitation,2026-06-11,2026-06-22,USNS LUCY STONE (T-AO 209) FY27 Post Shakedown Availability (PSA),DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J999,,N3220526R6052,a61996753bb045f5bb85bae0762bcd80,https://sam.gov/workspace/contract/opp/a61996753bb045f5bb85bae0762bcd80/view,naics_336611
VESSEL,yes,Solicitation,2026-06-11,2026-06-22,USNS PUERTO RICO ROH,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926RL012,39b93a06f4bf495da32af4ded99b0d79,https://sam.gov/workspace/contract/opp/39b93a06f4bf495da32af4ded99b0d79/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-12,2026-06-22,USCGC William Flores Awning Replacement,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.BASE MIAMI(00028)",336611,8305,SBA,13903PR260000005,d8e50396d7914734ae07a70701181ba2,https://sam.gov/workspace/contract/opp/d8e50396d7914734ae07a70701181ba2/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-09,2026-06-23,LPD-18 NO.4 POTABLE WATER PUMP MOTOR; REPAIR,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926QPOTABLEWATERPUMP,adedf4beedac4c788e45f1987ca1d267,https://sam.gov/workspace/contract/opp/adedf4beedac4c788e45f1987ca1d267/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-09,2026-06-23,LPD-18 SPARE MPDE FUEL INJECTION PUMP; REPAIR,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926QSPAREMPDE,8bf3faf05ccb490d99e99a74d3bae577,https://sam.gov/workspace/contract/opp/8bf3faf05ccb490d99e99a74d3bae577/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-09,2026-06-23,"LPD-18 RMT VLV OPR FOR VCHT-V-069, PWD-V-1477 AND PWD-V-1479; REPAIR",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264626QRMTVLVOPR,2a7f02dd48484566b47bddce08c63434,https://sam.gov/workspace/contract/opp/2a7f02dd48484566b47bddce08c63434/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-09,2026-06-23,"LPD-18, ELECTRIC HEATER FOR STBD MRG/CPP LO SETTLING TANK (7-70-2- F); INSTALL",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926QHEATER4MRGCPP,0ec414f6d6ee437098fd01dace169cf0,https://sam.gov/workspace/contract/opp/0ec414f6d6ee437098fd01dace169cf0/view,naics_336611
VESSEL,yes,Sources Sought,2026-06-08,2026-06-24,USCGC COHO DD FY27,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 1(00080)",336611,J998,,70Z08027PBPLCOHO,4d91f423ac3c4dfdaaa4635844dd352d,https://sam.gov/workspace/contract/opp/4d91f423ac3c4dfdaaa4635844dd352d/view,naics_336611
VESSEL,yes,Solicitation,2026-05-27,2026-06-25,METER VALVE ASSEMBL,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,336612,2040,,N0010426QFE15,d9fa3fafbb3d4969a5606cb784778655,https://sam.gov/workspace/contract/opp/d9fa3fafbb3d4969a5606cb784778655/view,naics_336612
VESSEL,yes,Solicitation,2026-06-03,2026-06-25,"2010 Repair of QTY 1 EA, SSBN 726 Class Propeller",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,336612,2010,,N0010426RZ056,c478665d79c84e85a9493874b4fe9392,https://sam.gov/workspace/contract/opp/c478665d79c84e85a9493874b4fe9392/view,naics_336612
VESSEL,yes,Solicitation,2026-06-08,2026-06-25,USS BLUE RIDGE (LCC-19) AIT SUPPORT WORK,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926RA024,b03f7a3725464e40b9c88f63ab99d66b,https://sam.gov/workspace/contract/opp/b03f7a3725464e40b9c88f63ab99d66b/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-08,2026-06-25,Spring Hatch SOC,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME SHIPYARDS.DLA MARITIME - PORTSMOUTH,336611,5360,,SPMYM326Q4055,60b9dfd80731457db874ccd55688f80c,https://sam.gov/workspace/contract/opp/60b9dfd80731457db874ccd55688f80c/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-11,2026-06-25,USS CHIEF (MCM-14) 1B SSDG RESILIENT MOUNT; REPLACE NO.2 SSDG RESILIENT MOUNT; RE PLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6275826PRCH022,7ee1e485d8274af78e8dfb785e75d26b,https://sam.gov/workspace/contract/opp/7ee1e485d8274af78e8dfb785e75d26b/view,naics_336611
VESSEL,yes,Special Notice,2026-06-11,2026-06-25,USCGC HAMILTON PRESSURE AIR COMPRESSOR,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 2(00085)",336611,2090,8AN,70Z08526Q025356,55aadec42a5a4ed7a682dd80bdc440d6,https://sam.gov/workspace/contract/opp/55aadec42a5a4ed7a682dd80bdc440d6/view,naics_336611
VESSEL,yes,Presolicitation,2026-05-27,2026-06-26,USS NEW ORLEANS (LPD-18) WORKBENCH WITH SINK/CABINET; INSTALL,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0331,dfe109f841dc4a798c64077a9a963a9d,https://sam.gov/workspace/contract/opp/dfe109f841dc4a798c64077a9a963a9d/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-29,2026-06-26,FY26 Survey Vessel Florida II Dockside Repair Services,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST JACKSONVILLE.W074 ENDIST JACKSNVLLE,336611,J020,SBA,W912EP26QA012,8137b8937cc345b88cd345bf3f9a87a6,https://sam.gov/workspace/contract/opp/8137b8937cc345b88cd345bf3f9a87a6/view,naics_336611;title_vessel
VESSEL,yes,Solicitation,2026-06-08,2026-06-26,USNS TIPPECANOE (T-AO 199) FY27 Mid-Term Availability.,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J999,,N3220526R6070,02ce8437495a4a63a8f032e78d7928a2,https://sam.gov/workspace/contract/opp/02ce8437495a4a63a8f032e78d7928a2/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-10,2026-06-26,LPD-18  INSULATION AND LAGGING IN VARIOUS SPACE; REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0366,a8401c8afdc24d1f84d4f5d38175b135,https://sam.gov/workspace/contract/opp/a8401c8afdc24d1f84d4f5d38175b135/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-10,2026-06-26,USS RUSHMORE (LSD-47) BALLAST TANKS REPAIR AND PRESERVE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6275826PRRU316,53ea3a9641564bc8b1ca381b613e2c2f,https://sam.gov/workspace/contract/opp/53ea3a9641564bc8b1ca381b613e2c2f/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-10,2026-06-26,"CA - BOAT, MOTOR, TRAILER COMBO - SOM","INTERIOR, DEPARTMENT OF THE.US GEOLOGICAL SURVEY.OFC OF ACQUSITION  GRANTS-NATIONAL",336612,2010,SBA,140G0126Q0178,a1970e689e7f4b979febb3902f41b3f8,https://sam.gov/workspace/contract/opp/a1970e689e7f4b979febb3902f41b3f8/view,naics_336612;title_boat
VESSEL,yes,Presolicitation,2026-06-11,2026-06-26,USS CHIEF (MCM-14) PORT SIDE FANTAIL BULWARK AROUND PANAMA BULWARK CHOCK REPAIR,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264926Q0372,d6eec646fe6e4f2392882745fd9c5f77,https://sam.gov/workspace/contract/opp/d6eec646fe6e4f2392882745fd9c5f77/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-11,2026-06-26,"Maintenance, Repair, and Preservation of Caisson 4-5 Spare",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA SHIPYARD.PUGET SOUND NAVAL SHIPYARD IMF,336611,J019,NONE,N4523A26R1001,3823911892434e198b95bec91a107e85,https://sam.gov/workspace/contract/opp/3823911892434e198b95bec91a107e85/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-12,2026-06-26,USCG STA MARATHON (45616) FY26 DRYDOCK REPAIRS,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 3(00040)",336611,J998,SBA,70Z04026QSBPL0012,bfcce13e53954b248f3545d84d764faf,https://sam.gov/workspace/contract/opp/bfcce13e53954b248f3545d84d764faf/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-12,2026-06-26,USCGC FIR (WLB 213) DOCKSIDE REPAIR FY26,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 2(00085)",336611,J999,NONE,70Z08526QIBCT0048,b313d00834a14ef1b5cedd6f5836c3ab,https://sam.gov/workspace/contract/opp/b313d00834a14ef1b5cedd6f5836c3ab/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-27,2026-06-27,Dry-Dock: USCG ANT BUFFALO (49413) FY26 DD,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 3(00040)",336611,J998,SBA,70Z04026QSBPL0011,84e6f139d854400a83963f1e8ebdf322,https://sam.gov/workspace/contract/opp/84e6f139d854400a83963f1e8ebdf322/view,naics_336611
VESSEL,yes,Special Notice,2026-05-28,2026-06-28,3066 NAO Derrickboat Elizabeth Replacement,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST PHILADELPHIA.W2SD ENDIST PHILADELPHIA,336611,1935,SBA,W912BU26BA015,7f3443531b73480890236a1f5f8bbe6c,https://sam.gov/workspace/contract/opp/7f3443531b73480890236a1f5f8bbe6c/view,naics_336611;title_boat
VESSEL,yes,Solicitation,2026-03-26,2026-06-29,"20--ACCUMULATOR,HYDRAUL",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,336611,2090,,N0010425RYK73,cfe383fd50b344f787a3716dbee9f22a,https://sam.gov/workspace/contract/opp/cfe383fd50b344f787a3716dbee9f22a/view,naics_336611
VESSEL,yes,Solicitation,2026-05-28,2026-06-29,N6449826Q5179,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,R425,,N6449826Q5179,7b86c64834904be88d729560687544b0,https://sam.gov/workspace/contract/opp/7b86c64834904be88d729560687544b0/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-29,2026-06-29,"Unit Dolly Jacking and Carrying Services (SRF-JRMC) Yokosuka, Japan",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J028,,N6264926QB040,4b89739cf3854cf1ae6ced46568e601d,https://sam.gov/workspace/contract/opp/4b89739cf3854cf1ae6ced46568e601d/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-01,2026-06-29,USS NEW ORLEANS (LPD-18) NO.ONE CWE 3RD PLATF DOOR DOGGING MECHANISM; REPAIR,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q1098,e67de8250fe34c83af18413b08cfcab2,https://sam.gov/workspace/contract/opp/e67de8250fe34c83af18413b08cfcab2/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-01,2026-06-29,USS PATRIOT (MCM-7) SEAWATER PUMP DISCHARGE PIPING FOR 1A MPDE; REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q1097,87fee091df634ade9ffb57def856f581,https://sam.gov/workspace/contract/opp/87fee091df634ade9ffb57def856f581/view,naics_336611
VESSEL,yes,Solicitation,2026-06-10,2026-06-29, DDG 75 SA 94451 Alfa Laval installation---Big Blue 3 MAC Holders,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,R425,,N6449826Q0034,760c0e62fb20403dbaad8800b0160c3d,https://sam.gov/workspace/contract/opp/760c0e62fb20403dbaad8800b0160c3d/view,naics_336611
VESSEL,yes,Solicitation,2026-05-28,2026-06-30,Big Blue 3 MAC (N6449821D0013 - N6449821D0023) USS GEORGE WASHINGTON CVN 73 SCS ,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,R425,,N6449826Q5173,de82817323dd4c4d99f4a0bb9ff088d0,https://sam.gov/workspace/contract/opp/de82817323dd4c4d99f4a0bb9ff088d0/view,naics_336611
VESSEL,yes,Solicitation,2026-05-28,2026-06-30,ROTARY JOINT,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,336612,2040,,N0010426QYA7R,90c49936cdf2465997ae0102d616172b,https://sam.gov/workspace/contract/opp/90c49936cdf2465997ae0102d616172b/view,naics_336612
VESSEL,yes,Solicitation,2026-05-28,2026-06-30,TORQUE ASSIST ASSEM,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,336612,2040,,N0010426QYA3Y,479b13bfc8a247118af1aa8e018d36e5,https://sam.gov/workspace/contract/opp/479b13bfc8a247118af1aa8e018d36e5/view,naics_336612
VESSEL,yes,Solicitation,2026-05-31,2026-06-30,"USS NEW ORLEANS (LPD-18) EXHAUST VENTILATION FAN MOTOR (ES-127, 5-46-4); REPAIR",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264926Q0338,daac93d9ae4d446aa87866b22d4594b6,https://sam.gov/workspace/contract/opp/daac93d9ae4d446aa87866b22d4594b6/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-01,2026-06-30,USS NEW ORLEANS (LPD-18)WORKBENCH WITH SINK/CABINET IN HELICOPTER WORKSHOP 1- 114-2-Q; INSTALL,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0331PRE,373d843bc13d4ee1af6cbd6acbab5951,https://sam.gov/workspace/contract/opp/373d843bc13d4ee1af6cbd6acbab5951/view,naics_336611
VESSEL,yes,Special Notice,2026-06-02,2026-06-30,"MIL-DTL-24582B, Anchor, Two-Fluke, Balanced Fluke",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ,336611,2040,,N0002426SN-42,6e985544e8434add94b6a9c7ebf951a8,https://sam.gov/workspace/contract/opp/6e985544e8434add94b6a9c7ebf951a8/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-01,2026-07-01,GLBA SUPPLY HDPE HARBOR BOAT 19-21',"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.ALASKA REGIONAL OFFICE(97000)",336612,1940,SBA,140P9726Q0041,339a311bd80444b496e4fc06ac7dfd49,https://sam.gov/workspace/contract/opp/339a311bd80444b496e4fc06ac7dfd49/view,naics_336612;psc_1940;title_boat
VESSEL,yes,Solicitation,2026-06-09,2026-07-01,USNS OSCAR V. PETERSON FY 27 Mid-Term Availability,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,SBA,N3220526R6078,df05573a8ca74564b787a8a90828a9df,https://sam.gov/workspace/contract/opp/df05573a8ca74564b787a8a90828a9df/view,naics_336611
VESSEL,yes,Solicitation,2026-06-11,2026-07-01,MCM-14 ELM-245065 PKP FIRE EXTINGUISHER INSTALLATION; ACCOMPLISH,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0368,5d98d2dcff9541558780e1af43c2b299,https://sam.gov/workspace/contract/opp/5d98d2dcff9541558780e1af43c2b299/view,naics_336611
VESSEL,yes,Solicitation,2026-06-12,2026-07-01,USCGC Blue Shark Dockside FY2027,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 1(00080)",336611,J999,SBA,70Z08026QPBPL0043,4bb0ad185cfa4c6ca2f0c15dc0b7675e,https://sam.gov/workspace/contract/opp/4bb0ad185cfa4c6ca2f0c15dc0b7675e/view,naics_336611
VESSEL,yes,Solicitation,2026-02-04,2026-07-02,20--TILE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,336611,2090,,N0010425RYH49,b73d23eb00b34ea09db044d81a0e78c9,https://sam.gov/workspace/contract/opp/b73d23eb00b34ea09db044d81a0e78c9/view,naics_336611
VESSEL,yes,Solicitation,2026-06-02,2026-07-02,USNS SACAGAWEA (T-AKE 2) Voyage Repair Availability KR,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264926RK011,d83632eb5fab4a4c96c7007f7fccb70c,https://sam.gov/workspace/contract/opp/d83632eb5fab4a4c96c7007f7fccb70c/view,naics_336611
VESSEL,yes,Solicitation,2026-06-02,2026-07-02,Big Blue 3 MAC (N6449821D0013 - N6449821D0023) LCS Voyage Data Recorder (VDR) Hardware Installation,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC PHILADELPHIA DIV,336611,R425,,N6449826Q5182,805046d8733442e883113425b05abc26,https://sam.gov/workspace/contract/opp/805046d8733442e883113425b05abc26/view,naics_336611
VESSEL,yes,Solicitation,2026-06-10,2026-07-03,USS GRIDLEY (DDG 101) FY27 Depot Modernization Period (DMP),DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,J999,,N0002426R4414,25be507fcc3c4389b6ed91cbb061d115,https://sam.gov/workspace/contract/opp/25be507fcc3c4389b6ed91cbb061d115/view,naics_336611
VESSEL,yes,Sources Sought,2026-06-12,2026-07-03,USCGC SAWFISH (WPB-87357) DRYDOCK,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 1(00080)",336611,J998,,70Z08026PBPLSAWFISHDD,c0c058d15a804ec8b0dc7e32132dff05,https://sam.gov/workspace/contract/opp/c0c058d15a804ec8b0dc7e32132dff05/view,naics_336611
VESSEL,yes,Solicitation,2026-06-07,2026-07-06,6A1 Preventive Maintenance for Puget Sound Naval Shipyard (PSNS)Barge YR-85 and YR-95,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926RA054,cf0c658859c84315be703fea4e5822ea,https://sam.gov/workspace/contract/opp/cf0c658859c84315be703fea4e5822ea/view,naics_336611
VESSEL,yes,Special Notice,2026-06-09,2026-07-06,"RFI 2: Sources Sought for Large Ship Repair Services at Naval Station Rota, Spain",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC SIGONELLA.NAVSUP FLC SIGONELLA NAPLES OFFICE,336611,J998,NONE,N6817126RT003,9460c67a6db74215aa5eb30ec7cbf065,https://sam.gov/workspace/contract/opp/9460c67a6db74215aa5eb30ec7cbf065/view,naics_336611
