action_date,war_gov_id,source_url,piid,in_scope_ddg_piid,amount_usd,prime,prime_location,expected_completion,pop_biw_site_pct,pop_ingalls_site_pct,pop_other_us_pct,pop_foreign_pct,pop_locations_detail,paragraph_text,program_primary,program_all,work_type_primary,work_type_all,work_type_ambiguous,is_ddg_new_construction_tam,program_refined,ddg_relevance
2025-02-03,4051668,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4051668.htm,,no,74868772,General Dynamics NASSCO-Bremerton,"Bremerton, Washington",August 2026,0.0,0.0,100.0,0.0,"Bremerton, Washington 100% [parsed from single-site]","General Dynamics NASSCO-Bremerton, Bremerton, Washington, is awarded a $74,868,772 undefinitized contract action resulting in a cost-plus-incentive-fee/award-fee delivery order for the USS Ronald Reagan (CVN 76) Drydocking Planned Incremental Availability (DPIA) in support of repair and alteration requirements. This DPIA is used to complete all necessary updates, repairs, maintenance and similar work to ensure the CVN 76 mission ready. This delivery order stems from the private sector maintenance (PSM) contract N00024-19-D-4310. Funding in the amount of $74,868,772 will be obligated at time of award and will expire at the end of the current fiscal year. Work will be performed in Bremerton, Washington, and is expected to be completed by August 2026. Fiscal 2025 operations and maintenance, (Navy) funds in the amount of $74,868,772 will be obligated at time of award and will expire at the end of the current fiscal year. The PSM contract N00024-19-D-4310 was competitively awarded. Puget Sound Naval Shipyard and Intermediate Maintenance Facility, Bremerton, Washington, is the contracting activity.",cvn,cvn,sustainment_maintenance,sustainment_maintenance;repair_overhaul,Y,no,non_ddg,no
2025-02-03,4051668,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4051668.htm,,no,24980584,Lockheed Martin Rotary and Mission Systems,"Moorestown, New Jersey",,0.0,0.0,100.0,0.0,"Moorestown, New Jersey 100% [parsed from single-site]","Lockheed Martin Rotary and Mission Systems, Moorestown, New Jersey, was awarded a $24,980,584 cost-plus-incentive-fee modification to previously awarded contract N00024-23-C-5123 for in-service AEGIS sustainment, system integration, and product documentation and support. Work will be performed in Moorestown, New Jersey, and is expected to be completed December 2025. Fiscal 2025 research development and test funds in the amount of $18,891,980 (75.63%); and fiscal 2019 shipbuilding and conversion funds in the amount of $6,088,603 (24.37%), will be obligated at the time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,component_procurement,sustainment_maintenance,,yes,ddg_gfe_aegis,yes_supplier_or_gfe
2025-02-03,4051668,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4051668.htm,,no,,,,December 2027,0.0,0.0,100.0,0.0,"Common Electronic Support Measurement System in support of the Rolling Airframe Missile Guided Missile Weapon System. Work will be performed in Ulm, Germany 62% | Schrobenhausen, Germany 30% | Ottobrunn, Germany 8%","(Awarded Jan. 30, 2025) RAM-System GmbH, Ottobrunn, Germany, is being awarded a €16,207,083 firm-fixed-price delivery order N00024-25-F-5443 under basic ordering agreement N00024-24-G-5407 for the development of a Common Electronic Support Measurement System in support of the Rolling Airframe Missile Guided Missile Weapon System. Work will be performed in Ulm, Germany (62%); Schrobenhausen, Germany (30%); and Ottobrunn, Germany (8%), and is expected to be completed by December 2027. German Cooperative Funds in the amount of €16,207,083 will be obligated at time of award and will not expire at the end of the current fiscal year. This contract was not competitively procured under the exception 10 U.S. Code 3204(a) (4), International Agreement. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg_gfe_weapons,ddg_gfe_weapons,other,,,no,ddg_gfe_weapons,borderline
2025-02-03,4051668,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4051668.htm,,no,12160995,Raytheon Co.,"Tucson, Arizona",May 2029,0.0,0.0,100.0,0.0,"Tucson, Arizona 100% [parsed from single-site]","Raytheon Co., Tucson, Arizona, is awarded a $12,160,995 firm-fixed-price and cost-plus-fixed-fee modification to previously awarded contract N00024-23-C-5408 to exercise options and incrementally fund existing contract line items for Standard Missile (SM) depot and intermediate level repair and maintenance and procurement of provisioned items ordered spares. Work will be performed in Tucson, Arizona, and is expected to be completed by May 2029. Fiscal 2025 operations and maintenance (Navy) funds in the amount of $10,156,109 (90%); Foreign Military Sales (FMS) (Taiwan) funds in the amount of $475,000 (5%); FMS (Germany) funds in the amount of $457,949 (4%); and FMS (South Korea) funds in the amount of $138,706 (1%), will be obligated at time of award, of which, $10,156,109 will expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg_gfe_weapons,ddg_gfe_weapons,fms,fms,,no,ddg_gfe_weapons,borderline
2025-02-04,4053575,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4053575.htm,N00024-24-F-6220,no,23532048,Lockheed Martin Corp.,"Syracuse, New York",February 2026,0.0,0.0,100.0,0.0,"Syracuse, New York 100% [parsed from single-site]","Lockheed Martin Corp., Syracuse, New York, is awarded a $23,532,048 cost-plus-incentive-fee modification to a previously awarded delivery order (N00024-24-F-6220) under an indefinite-delivery/indefinite-quantity contract (N00024-19-D-6200) to exercise options for engineering support of submarine electronic warfare systems on new construction and in-service submarines. Work will be performed in Syracuse, New York, and is expected to be completed by February 2026. Fiscal 2025 research, development, test, and evaluation (Navy) funds in the amount of $8,569,156 (85%); fiscal 2022 shipbuilding and conversion (Navy) funds in the amount of $1,000,000 (10%); and fiscal 2025 operation and maintenance (Navy) funds in the amount of $500,000 (5%), will be obligated at the time of award, of which $500,000 will expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",sub_other,sub_other,construction,construction;engineering,Y,no,non_ddg,no
2025-02-05,4055241,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4055241.htm,N00024-24-F-6220,no,23532048,Lockheed Martin Corp.,"Syracuse, New York",February 2026,0.0,0.0,100.0,0.0,"Syracuse, New York 100% [parsed from single-site]","Lockheed Martin Corp., Syracuse, New York, was awarded a $23,532,048 cost-plus-incentive-fee modification to previously awarded Delivery Order (N00024-24-F-6220) under indefinite-delivery/indefinite quantity contract (N00024-19-D-6200) to exercise options for engineering support of submarine electronic warfare systems on new construction and in-service submarines. Work will be performed in Syracuse, New York, and is expected to be completed by February 2026. Fiscal 2025 research, development, test and evaluation (Navy) funds in the amount of $8,569,156 (85%); fiscal 2022 shipbuilding and conversion (Navy) funds in the amount of $1,000,000 (10%); and fiscal 2025 operation and maintenance (Navy) funds in the amount of $500,000 (5%), will be obligated at the time of award, of which $500,000 will expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",sub_other,sub_other,construction,construction;engineering,Y,no,non_ddg,no
2025-02-07,4060359,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4060359.htm,N00024-25-C-2405,no,167383203,Rolls-Royce Corp.,"Indianapolis, Indiana",June 2028,0.0,0.0,100.0,0.0,"Indianapolis, Indiana 100% [parsed from single-site]","Rolls-Royce Corp., Indianapolis, Indiana, is awarded a $167,383,203 firm fixed priced contract for production of 40 MT7 turboshaft engines, ancillary parts, installation kits, and a portable test tool inspection in support of the Ship to Shore Connector Program, Landing Craft, Air Cushion (LCAC), 100 Class craft. This contract includes options which, if exercised, would bring the cumulative value of this contract to $167,732,263. Work will be performed in Indianapolis, Indiana, and is expected to be completed by June 2028. If all options are exercised, work will continue through December 2028. Fiscal 2024 shipbuilding and conversion (Navy) funds in the amount of $68,866,108 (41%); fiscal 2023 shipbuilding and conversion (Navy) funds in the amount of $49,380,072 (30%); fiscal 2022 shipbuilding and conversion (Navy) funds in the amount of $31,437,024 (19%); fiscal 2025 other procurement (Navy) funds in the amount of $8,980,000 (5%); and fiscal 2024 other procurement (Navy) funds in the amount of $8,719,999 (5%), will be obligated at time of award, none of which will expire at the end of the current fiscal year. This contract was not competitively procured in accordance with 10 U.S. Code 3204(a)(1) as there is only responsible source, and no other type of property or services will satisfy the need of the agency. Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-25-C-2405).",unknown,,other,,,no,non_ddg,no
2025-02-07,4060359,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4060359.htm,N00024-12-C-2115,no,35544057,General Dynamics Electric Boat Corp.,"Groton, Connecticut",,0.0,0.0,100.0,0.0,"Groton, Connecticut 100% [parsed from single-site]","General Dynamics Electric Boat Corp., Groton, Connecticut, was awarded a $35,544,057 cost plus fixed fee modification to a previously awarded contract (N00024-12-C-2115) for planning and execution of USS Hyman G. Rickover (SSN 795) Post Delivery Work Period on Feb. 6, 2025. Work will be performed in Groton, Connecticut, and is expected to be completed by Feb. 22, 2026. Fiscal 2025 shipbuilding and conversion (Navy) funds in the amount of $8,000,000 will be obligated at the time of award and will not expire at the end of the current fiscal year. This contract was not competitively procured. The statutory authority for this sole source award is in accordance with Federal Acquisition Regulation 6.302-1(a)(2)(iii) - Only one responsible source and no other supplies or services will satisfy agency requirements. The Supervisor of Shipbuilding Conversion and Repair, Groton, Connecticut, is the contracting activity.",va,va;sub_other,other,,,no,non_ddg,no
2025-02-10,4061785,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4061785.htm,N00024-23-C-4122,no,10059842,CACI Inc.-Federal,"Chantilly, Virginia",February 2026,0.0,0.0,100.0,0.0,"Washington, D.C. 100% [parsed from single-site]","CACI Inc.-Federal, Chantilly, Virginia, is awarded a $10,059,842 cost-plus-fixed-fee modification to previously awarded contract (N00024-23-C-4122) to exercise options for an additional year of technical engineering services and program support for the River Class Destroyer Program. Work will be performed in Washington, D.C., and is expected to be completed by February 2026. Foreign Military Sales (Canada) funds in the amount of $5,000,000 will be obligated at time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command Headquarters, Washington, D.C., is the contracting activity.",surface_other,surface_other,fms,fms;engineering,Y,no,non_ddg,no
2025-02-11,4063099,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4063099.htm,,no,114162885,Lockheed Martin Rotary and Mission Systems,"Manassas, Virginia",May 2031,0.0,0.0,100.0,0.0,"Navy's procurement of hardware to support sound navigation and ranging systems. Work will be performed in Manassas, Virginia 65% | Clearwater, Florida 32% | Syracuse, New York 2% | Marion, Florida 1%","Lockheed Martin Rotary and Mission Systems, Manassas, Virginia, was awarded a $114,162,885 cost-plus-incentive-fee modification to previously awarded contract N00024-20-C-6117 to exercise options for the Navy's procurement of hardware to support sound navigation and ranging systems. Work will be performed in Manassas, Virginia (65%); Clearwater, Florida (32%); Syracuse, New York (2%); and Marion, Florida (1%), and is expected to be completed by May 2031. Fiscal 2025 other procurement (Navy) funds in the amount of $73,526,137 (64%); and fiscal 2025 shipbuilding and conversion (Navy) funds in the amount of $40,636,748 (36%), will be obligated at time of award and will not expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,other,,,no,non_ddg,no
2025-02-12,4064292,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4064292.htm,,no,11553284,SOLUTE,"San Diego, California",February 2026,0.0,0.0,100.0,0.0,"Arlington, Virginia 100% [parsed from single-site]","SOLUTE, San Diego, California, was awarded an $11,553,284 cost-plus-fixed-fee and cost modification to previously awarded contract N00024-24-C-6301 to exercise options for the Autonomy Baseline Manager to support oversight and management of autonomous systems development and the associated central software repository for unmanned autonomy artifacts, processes, and procedures. Work will be performed in Arlington, Virginia, and is expected to be completed by February 2026. Fiscal 2025 research, development, test and evaluation (Navy) funds in the amount of $1,000,000 will be obligated at time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington D.C., is the contracting activity.",unknown,,other,,,no,non_ddg,no
2025-02-12,4064292,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4064292.htm,,no,9177837,Lockheed Martin Rotary and Mission Systems,"Moorestown, New Jersey",December 2025,0.0,0.0,100.0,0.0,"Moorestown, New Jersey 100% [parsed from single-site]","Lockheed Martin Rotary and Mission Systems, Moorestown, New Jersey, is awarded a $9,177,837 cost-plus-incentive-fee modification to previously awarded contract N00024-23-C-5123 for capability package development and fielding, system integration and fielding, and in-service sustainment in support of current configurations of the AEGIS combat system. Work will be performed in Moorestown, New Jersey, and is expected to be completed by December 2025. Fiscal 2024 research, development, test and evaluation (Navy) funds in the amount of $3,483,460 (80.06%); fiscal 2024 operations and maintenance (Navy) funds in the amount of $777,207 (17.86%); fiscal 2023 research, development, test and evaluation (Navy) funds in the amount of $84,315 (1.94%); fiscal 2025 research, development, test and evaluation (Navy) funds in the amount of $6,406 (0.15%), will be obligated at time of award, of which $4,351,289 will expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg_gfe_aegis,ddg_gfe_aegis,component_procurement,sustainment_maintenance,,yes,ddg_gfe_aegis,yes_supplier_or_gfe
2025-02-13,4066078,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4066078.htm,N00024-23-C-5401,no,18732350,Raytheon Co.,"Tucson, Arizona",March 2028,0.0,0.0,100.0,0.0,"Tucson, Arizona 100% [parsed from single-site]","Raytheon Co., Tucson, Arizona, was awarded an $18,732,350 cost-plus-fixed-fee modification to a previously awarded contract (N00024-23-C-5401) to exercise options for design agent and engineering support services for the Rolling Airframe Missile. Work will be performed in Tucson, Arizona, and is expected to be completed by March 2028. Federal Republic of Germany funds in the amount of $22,471,090 will be obligated at time of award and will not expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",ddg_gfe_weapons,ddg_gfe_weapons,lead_yard,lead_yard;engineering,Y,no,ddg_gfe_weapons,borderline
2025-02-14,4068227,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4068227.htm,N00024-22-C-2313,no,32435193,Gibbs & Cox Inc.,"Arlington, Virginia",,0.0,0.0,97.0,0.0,"Navy fleet. Work will be performed in Washington, D.C. 54% | Arlington, Virginia 43%","Gibbs & Cox Inc., Arlington, Virginia, is awarded a $32,435,193 cost-plus-award-fee and cost-plus-fixed-fee modification to a previously awarded contract (N00024-22-C-2313) to exercise options for surface combatant ship design and engineering efforts for the Navy's Future Surface Combatant Force, primarily in support of the DDG(X) Program, as well as other emerging ship concepts, and conduct feasibility studies as part of supporting the broader Navy fleet. Work will be performed in Washington, D.C. (54%); Arlington, Virginia (43%); and Philadelphia Pennsylvania (3%), and is expected to be complete by February 2026. Fiscal 2024 research, development, test and evaluation (Navy) funds in the amount of $10,338,492 (90%); fiscal 2025 research, development, test and evaluation (Navy) funds in the amount of $746,601 (6%); and fiscal 2025 shipbuilding and conversion (Navy) funds in the amount of $458,262 (4%), will be obligated at time of award. No funds will expire at the end of the current fiscal year. The Naval Sea Systems Command, Washington, D.C., is the contracting activity (N00024-22-C-2313).",unknown,,other,,,no,non_ddg,no
2025-02-14,4068227,https://www.globalsecurity.org/military/library/news/2025/02/dod-contracts_4068227.htm,,no,18793145,Lockheed Martin Rotary and Mission Systems,"Liverpool, New York",February 2026,0.0,0.0,100.0,0.0,"Pearl Harbor, Hawaii 100% [parsed from single-site]","Lockheed Martin Rotary and Mission Systems, Liverpool, New York, is awarded a $18,793,145 cost-plus-incentive-fee modification to previously awarded contract N00024-23-C-6106 to exercise an option for engineering and maintenance services at Intermediate Maintenance Activity, Pearl Harbor, Hawaii, in support of the MK48 Heavyweight Torpedo efforts. Work will be performed in Pearl Harbor, Hawaii, and is expected to be completed by February 2026. Fiscal 2025 operations and maintenance (Navy) funds in the amount of $3,279,687 will be obligated at the time of award and will expire at the end of the current fiscal year. Naval Sea Systems Command, Washington, D.C., is the contracting activity.",unknown,,sustainment_maintenance,sustainment_maintenance,,no,non_ddg,no
