uei,naics6,desc,is_primary,dollars
PVLTABUDXLR4,334419,Other Electronic Component Manufacturing ,,1681551.15
PVLTABUDXLR4,335929,Other Communication and Energy Wire Manufacturing ,,1681551.15
PVLTABUDXLR4,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,Y,1681551.15
PVLTABUDXLR4,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",,1681551.15
CEN1DBGRNU77,332420,Metal Tank (Heavy Gauge) Manufacturing,Y,1675051.72
CJF6S4UR1LM8,221310,Water Supply and Irrigation Systems ,Y,1664440.81
CJF6S4UR1LM8,333310,Commercial and Service Industry Machinery Manufacturing ,,1664440.81
CJF6S4UR1LM8,333998,All Other Miscellaneous General Purpose Machinery Manufacturing ,,1664440.81
CJF6S4UR1LM8,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",,1664440.81
CJF6S4UR1LM8,334516,Analytical Laboratory Instrument Manufacturing ,,1664440.81
CJF6S4UR1LM8,339999,All Other Miscellaneous Manufacturing ,,1664440.81
CJF6S4UR1LM8,562119,Other Waste Collection ,,1664440.81
CJF6S4UR1LM8,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,,1664440.81
EK4EVQQNEFC6,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",Y,1658034.0
EK4EVQQNEFC6,513210,Software Publishers,,1658034.0
EK4EVQQNEFC6,541380,Testing Laboratories and Services,,1658034.0
EK4EVQQNEFC6,541519,Other Computer Related Services,,1658034.0
EK4EVQQNEFC6,811210,Electronic and Precision Equipment Repair and Maintenance ,,1658034.0
DQLZFV6PFCB9,332911,Industrial Valve Manufacturing ,Y,1641713.75
DQLZFV6PFCB9,336611,Ship Building and Repairing ,,1641713.75
V212U2BEGU37,541519,Other Computer Related Services,Y,1629741.0
MUD4KL77FK98,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,Y,1618379.34
MUD4KL77FK98,333613,Mechanical Power Transmission Equipment Manufacturing ,,1618379.34
MUD4KL77FK98,337127,Institutional Furniture Manufacturing ,,1618379.34
PUFMZLZJ2BY2,332613,Spring Manufacturing ,Y,1611637.58
CAKCE9S4WL78,334111,Electronic Computer Manufacturing ,,1611322.76
CAKCE9S4WL78,334112,Computer Storage Device Manufacturing ,,1611322.76
CAKCE9S4WL78,334413,Semiconductor and Related Device Manufacturing ,,1611322.76
CAKCE9S4WL78,334417,Electronic Connector Manufacturing ,,1611322.76
CAKCE9S4WL78,334419,Other Electronic Component Manufacturing ,,1611322.76
CAKCE9S4WL78,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,1611322.76
CAKCE9S4WL78,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,,1611322.76
CAKCE9S4WL78,334519,Other Measuring and Controlling Device Manufacturing ,,1611322.76
CAKCE9S4WL78,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",,1611322.76
CAKCE9S4WL78,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,1611322.76
CAKCE9S4WL78,339920,Sporting and Athletic Goods Manufacturing,,1611322.76
CAKCE9S4WL78,339991,"Gasket, Packing, and Sealing Device Manufacturing ",,1611322.76
CAKCE9S4WL78,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,,1611322.76
CAKCE9S4WL78,423690,Other Electronic Parts and Equipment Merchant Wholesalers ,Y,1611322.76
CAKCE9S4WL78,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers ,,1611322.76
CAKCE9S4WL78,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) ,,1611322.76
P33VWHC39MN5,332911,Industrial Valve Manufacturing ,,1607506.0
P33VWHC39MN5,332912,Fluid Power Valve and Hose Fitting Manufacturing ,Y,1607506.0
P33VWHC39MN5,332919,Other Metal Valve and Pipe Fitting Manufacturing ,,1607506.0
PFRSFST9SSL1,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,Y,1576067.0
G15JF2TNVBL6,332312,Fabricated Structural Metal Manufacturing ,,1567993.33
G15JF2TNVBL6,336611,Ship Building and Repairing ,Y,1567993.33
G15JF2TNVBL6,336612,Boat Building ,,1567993.33
G15JF2TNVBL6,483111,Deep Sea Freight Transportation ,,1567993.33
G15JF2TNVBL6,483113,Coastal and Great Lakes Freight Transportation ,,1567993.33
G15JF2TNVBL6,483211,Inland Water Freight Transportation ,,1567993.33
G15JF2TNVBL6,488310,Port and Harbor Operations,,1567993.33
G15JF2TNVBL6,488330,Navigational Services to Shipping ,,1567993.33
G15JF2TNVBL6,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",,1567993.33
MC9KZKMUD8F8,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,Y,1564820.63
P4XPJNTCHB68,331513,Steel Foundries (except Investment) ,Y,1549230.0
P4XPJNTCHB68,332312,Fabricated Structural Metal Manufacturing ,,1549230.0
P4XPJNTCHB68,332510,Hardware Manufacturing,,1549230.0
P4XPJNTCHB68,332710,Machine Shops,,1549230.0
P4XPJNTCHB68,333120,Construction Machinery Manufacturing,,1549230.0
P4XPJNTCHB68,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing ",,1549230.0
P4XPJNTCHB68,336611,Ship Building and Repairing ,,1549230.0
P4XPJNTCHB68,423510,Metal Service Centers and Other Metal Merchant Wholesalers ,,1549230.0
P4XPJNTCHB68,423830,Industrial Machinery and Equipment Merchant Wholesalers ,,1549230.0
P4XPJNTCHB68,423840,Industrial Supplies Merchant Wholesalers,,1549230.0
P4XPJNTCHB68,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers ,,1549230.0
KW9XSYBX2D65,334519,Other Measuring and Controlling Device Manufacturing ,Y,1543028.0
YD6LTFVUZNG1,334290,Other Communications Equipment Manufacturing,,1518593.7
YD6LTFVUZNG1,334412,Bare Printed Circuit Board Manufacturing  ,,1518593.7
YD6LTFVUZNG1,334413,Semiconductor and Related Device Manufacturing ,,1518593.7
YD6LTFVUZNG1,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,1518593.7
YD6LTFVUZNG1,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,1518593.7
YD6LTFVUZNG1,336414,Guided Missile and Space Vehicle Manufacturing ,,1518593.7
YD6LTFVUZNG1,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ,,1518593.7
YD6LTFVUZNG1,541330,Engineering Services,,1518593.7
YD6LTFVUZNG1,541512,Computer Systems Design Services ,Y,1518593.7
M35SG6PKLJB3,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,Y,1509965.7
M35SG6PKLJB3,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,1509965.7
XDBJX5QWAM86,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,,1500897.0
XDBJX5QWAM86,541511,Custom Computer Programming Services ,Y,1500897.0
XDBJX5QWAM86,541512,Computer Systems Design Services ,,1500897.0
XDBJX5QWAM86,541519,Other Computer Related Services,,1500897.0
KB45YQR3KSL5,485999,All Other Transit and Ground Passenger Transportation ,,1476686.01
KB45YQR3KSL5,561210,Facilities Support Services,,1476686.01
KB45YQR3KSL5,561612,Security Guards and Patrol Services ,Y,1476686.01
JG73AVR7NUN4,333517,MACHINE TOOL MANUFACTURING,Y,1471613.04
C1CCV2BRQJ26,333995,Fluid Power Cylinder and Actuator Manufacturing ,,1466488.0
C1CCV2BRQJ26,335931,Current-Carrying Wiring Device Manufacturing ,,1466488.0
C1CCV2BRQJ26,423830,Industrial Machinery and Equipment Merchant Wholesalers ,Y,1466488.0
C1CCV2BRQJ26,488390,Other Support Activities for Water Transportation,,1466488.0
C1CCV2BRQJ26,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,,1466488.0
DSBBDM96K6H6,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",,1460912.12
DSBBDM96K6H6,333515,Cutting Tool and Machine Tool Accessory Manufacturing ,,1460912.12
DSBBDM96K6H6,333517,Machine Tool Manufacturing ,Y,1460912.12
DSBBDM96K6H6,333519,Rolling Mill and Other Metalworking Machinery Manufacturing ,,1460912.12
DSBBDM96K6H6,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,,1460912.12
UZMKDFWHKTC9,326113,UNLAMINATED PLASTICS FILM AND SHEET (EXCEPT PACKAGING) MANUFACTURING,Y,1453400.76
VD1NLZGAJ2L4,326291,Rubber Product Manufacturing for Mechanical Use ,Y,1444639.0
VD1NLZGAJ2L4,339991,"Gasket, Packing, and Sealing Device Manufacturing ",,1444639.0
G9N1X873CYJ6,332991,Ball and Roller Bearing Manufacturing,Y,1422964.64
KHK8QYLFGLU1,488190,Other Support Activities for Air Transportation,,1422351.85
KHK8QYLFGLU1,541330,Engineering Services,Y,1422351.85
KHK8QYLFGLU1,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",,1422351.85
LYDRWR6ML2U7,334417,Electronic Connector Manufacturing ,Y,1421244.1
LYDRWR6ML2U7,335314,Relay and Industrial Control Manufacturing ,,1421244.1
GTDWX1272LQ4,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,Y,1393162.44
N7NUHPAKNME8,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing ",,1390000.0
N7NUHPAKNME8,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,,1390000.0
N7NUHPAKNME8,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",Y,1390000.0
N7NUHPAKNME8,334519,Other Measuring and Controlling Device Manufacturing ,,1390000.0
N7NUHPAKNME8,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,1390000.0
N7NUHPAKNME8,541330,Engineering Services,,1390000.0
N7NUHPAKNME8,541511,Custom Computer Programming Services ,,1390000.0
N7NUHPAKNME8,541512,Computer Systems Design Services ,,1390000.0
N7NUHPAKNME8,541513,Computer Facilities Management Services ,,1390000.0
N7NUHPAKNME8,541519,Other Computer Related Services,,1390000.0
N7NUHPAKNME8,541713,Research and Development in Nanotechnology ,,1390000.0
N7NUHPAKNME8,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",,1390000.0
N7NUHPAKNME8,561210,Facilities Support Services,,1390000.0
V87VJJNMMFH9,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,Y,1382850.48
V87VJJNMMFH9,334419,Other Electronic Component Manufacturing ,,1382850.48
V87VJJNMMFH9,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,1382850.48
V87VJJNMMFH9,336414,Guided Missile and Space Vehicle Manufacturing ,,1382850.48
V87VJJNMMFH9,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ,,1382850.48
V87VJJNMMFH9,541330,Engineering Services,,1382850.48
TXHLDCPC95J3,332710,Machine Shops,Y,1360736.2
TXHLDCPC95J3,332721,Precision Turned Product Manufacturing ,,1360736.2
TXHLDCPC95J3,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",,1360736.2
TXHLDCPC95J3,333611,Turbine and Turbine Generator Set Units Manufacturing ,,1360736.2
TXHLDCPC95J3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,1360736.2
YKMMCNDT9KF8,236118,Residential Remodelers ,,1354925.45
YKMMCNDT9KF8,236210,Industrial Building Construction ,,1354925.45
YKMMCNDT9KF8,236220,Commercial and Institutional Building Construction ,,1354925.45
YKMMCNDT9KF8,238130,Framing Contractors ,,1354925.45
YKMMCNDT9KF8,238150,Glass and Glazing Contractors ,,1354925.45
YKMMCNDT9KF8,238170,Siding Contractors ,,1354925.45
YKMMCNDT9KF8,238310,Drywall and Insulation Contractors ,,1354925.45
YKMMCNDT9KF8,238320,Painting and Wall Covering Contractors,,1354925.45
YKMMCNDT9KF8,238350,Finish Carpentry Contractors,Y,1354925.45
YKMMCNDT9KF8,238390,Other Building Finishing Contractors,,1354925.45
YKMMCNDT9KF8,238910,Site Preparation Contractors,,1354925.45
YKMMCNDT9KF8,238990,All Other Specialty Trade Contractors,,1354925.45
DNY9WHR3SKK6,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing ,,1337562.0
DNY9WHR3SKK6,332510,Hardware Manufacturing,,1337562.0
DNY9WHR3SKK6,332911,Industrial Valve Manufacturing ,,1337562.0
DNY9WHR3SKK6,332919,Other Metal Valve and Pipe Fitting Manufacturing ,,1337562.0
DNY9WHR3SKK6,333132,Oil and Gas Field Machinery and Equipment Manufacturing ,,1337562.0
DNY9WHR3SKK6,333996,Fluid Power Pump and Motor Manufacturing ,,1337562.0
DNY9WHR3SKK6,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",Y,1337562.0
DNY9WHR3SKK6,334519,Other Measuring and Controlling Device Manufacturing ,,1337562.0
WWMME88ERQG5,332313,Plate Work Manufacturing ,,1310222.11
WWMME88ERQG5,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,Y,1310222.11
PS39EKC82UU5,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,Y,1308292.0
PS39EKC82UU5,334516,Analytical Laboratory Instrument Manufacturing ,,1308292.0
PS39EKC82UU5,334519,Other Measuring and Controlling Device Manufacturing ,,1308292.0
PS39EKC82UU5,541990,"All Other Professional, Scientific, and Technical Services",,1308292.0
G8VYMKM2VG59,332912,Fluid Power Valve and Hose Fitting Manufacturing ,,1305906.0
G8VYMKM2VG59,333995,Fluid Power Cylinder and Actuator Manufacturing ,,1305906.0
G8VYMKM2VG59,333996,Fluid Power Pump and Motor Manufacturing ,,1305906.0
G8VYMKM2VG59,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",Y,1305906.0
MN5LYLMWBGK8,541330,Engineering Services,Y,1300000.0
L85DJJ1BJSQ6,332313,Plate Work Manufacturing ,,1299052.0
L85DJJ1BJSQ6,332410,Power Boiler and Heat Exchanger Manufacturing,,1299052.0
L85DJJ1BJSQ6,332510,Hardware Manufacturing,,1299052.0
L85DJJ1BJSQ6,332710,Machine Shops,Y,1299052.0
L85DJJ1BJSQ6,332721,Precision Turned Product Manufacturing ,,1299052.0
L85DJJ1BJSQ6,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing ",,1299052.0
L85DJJ1BJSQ6,332811,Metal Heat Treating ,,1299052.0
L85DJJ1BJSQ6,332911,Industrial Valve Manufacturing ,,1299052.0
L85DJJ1BJSQ6,332919,Other Metal Valve and Pipe Fitting Manufacturing ,,1299052.0
L85DJJ1BJSQ6,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing ",,1299052.0
L85DJJ1BJSQ6,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,1299052.0
L85DJJ1BJSQ6,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",,1299052.0
L85DJJ1BJSQ6,333613,Mechanical Power Transmission Equipment Manufacturing ,,1299052.0
L85DJJ1BJSQ6,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing ",,1299052.0
L85DJJ1BJSQ6,333996,Fluid Power Pump and Motor Manufacturing ,,1299052.0
L85DJJ1BJSQ6,333998,All Other Miscellaneous General Purpose Machinery Manufacturing ,,1299052.0
L85DJJ1BJSQ6,334111,Electronic Computer Manufacturing ,,1299052.0
L85DJJ1BJSQ6,334419,Other Electronic Component Manufacturing ,,1299052.0
L85DJJ1BJSQ6,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing ",,1299052.0
L85DJJ1BJSQ6,336412,Aircraft Engine and Engine Parts Manufacturing ,,1299052.0
L85DJJ1BJSQ6,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,1299052.0
L85DJJ1BJSQ6,336414,Guided Missile and Space Vehicle Manufacturing ,,1299052.0
L85DJJ1BJSQ6,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing ,,1299052.0
L85DJJ1BJSQ6,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing ,,1299052.0
L85DJJ1BJSQ6,423510,Metal Service Centers and Other Metal Merchant Wholesalers ,,1299052.0
L85DJJ1BJSQ6,541380,Testing Laboratories and Services,,1299052.0
L85DJJ1BJSQ6,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",,1299052.0
FUNJJEK23XN5,115115,Farm Labor Contractors and Crew Leaders ,,1294092.65
FUNJJEK23XN5,213112,Support Activities for Oil and Gas Operations ,,1294092.65
FUNJJEK23XN5,236210,Industrial Building Construction ,,1294092.65
FUNJJEK23XN5,237120,Oil and Gas Pipeline and Related Structures Construction ,,1294092.65
FUNJJEK23XN5,238120,Structural Steel and Precast Concrete Contractors ,,1294092.65
FUNJJEK23XN5,238190,"Other Foundation, Structure, and Building Exterior Contractors ",,1294092.65
FUNJJEK23XN5,238220,"Plumbing, Heating, and Air-Conditioning Contractors ",,1294092.65
FUNJJEK23XN5,322230,Stationery Product Manufacturing,,1294092.65
FUNJJEK23XN5,325510,Paint and Coating Manufacturing,,1294092.65
FUNJJEK23XN5,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing ,,1294092.65
FUNJJEK23XN5,326199,All Other Plastics Product Manufacturing ,,1294092.65
FUNJJEK23XN5,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,,1294092.65
FUNJJEK23XN5,331221,Rolled Steel Shape Manufacturing ,,1294092.65
FUNJJEK23XN5,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding ",,1294092.65
FUNJJEK23XN5,332216,Saw Blade and Handtool Manufacturing ,,1294092.65
FUNJJEK23XN5,332312,Fabricated Structural Metal Manufacturing ,,1294092.65
FUNJJEK23XN5,332313,Plate Work Manufacturing ,,1294092.65
FUNJJEK23XN5,332420,Metal Tank (Heavy Gauge) Manufacturing,,1294092.65
FUNJJEK23XN5,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing ",,1294092.65
FUNJJEK23XN5,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",,1294092.65
FUNJJEK23XN5,332991,Ball and Roller Bearing Manufacturing,,1294092.65
FUNJJEK23XN5,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,,1294092.65
FUNJJEK23XN5,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",,1294092.65
FUNJJEK23XN5,333515,Cutting Tool and Machine Tool Accessory Manufacturing ,,1294092.65
FUNJJEK23XN5,333613,Mechanical Power Transmission Equipment Manufacturing ,,1294092.65
FUNJJEK23XN5,333991,Power-Driven Handtool Manufacturing ,,1294092.65
FUNJJEK23XN5,333992,Welding and Soldering Equipment Manufacturing ,,1294092.65
FUNJJEK23XN5,336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,,1294092.65
FUNJJEK23XN5,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,,1294092.65
FUNJJEK23XN5,339940,Office Supplies (except Paper) Manufacturing,,1294092.65
FUNJJEK23XN5,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers ",,1294092.65
FUNJJEK23XN5,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers ",,1294092.65
FUNJJEK23XN5,423390,Other Construction Material Merchant Wholesalers ,,1294092.65
FUNJJEK23XN5,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",,1294092.65
FUNJJEK23XN5,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",,1294092.65
FUNJJEK23XN5,423710,Hardware Merchant Wholesalers ,,1294092.65
FUNJJEK23XN5,423840,Industrial Supplies Merchant Wholesalers,Y,1294092.65
FUNJJEK23XN5,424130,Industrial and Personal Service Paper Merchant Wholesalers ,,1294092.65
FUNJJEK23XN5,424950,"Paint, Varnish, and Supplies Merchant Wholesalers ",,1294092.65
FUNJJEK23XN5,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers ,,1294092.65
FUNJJEK23XN5,444110,Home Centers ,,1294092.65
FUNJJEK23XN5,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ",,1294092.65
FUNJJEK23XN5,561320,Temporary Help Services,,1294092.65
GYDNLMKBK274,327910,Abrasive Product Manufacturing,,1271141.58
GYDNLMKBK274,332912,Fluid Power Valve and Hose Fitting Manufacturing ,,1271141.58
GYDNLMKBK274,423390,Other Construction Material Merchant Wholesalers ,,1271141.58
GYDNLMKBK274,423830,Industrial Machinery and Equipment Merchant Wholesalers ,,1271141.58
GYDNLMKBK274,423840,Industrial Supplies Merchant Wholesalers,Y,1271141.58
GYDNLMKBK274,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,,1271141.58
TH91MD9B9RL7,332710,Machine Shops,Y,1267954.29
YHJESY2TDP23,331221,Rolled Steel Shape Manufacturing ,,1252234.0
YHJESY2TDP23,332313,Plate Work Manufacturing ,,1252234.0
YHJESY2TDP23,332420,Metal Tank (Heavy Gauge) Manufacturing,,1252234.0
YHJESY2TDP23,332439,Other Metal Container Manufacturing ,,1252234.0
YHJESY2TDP23,332710,Machine Shops,Y,1252234.0
YHJESY2TDP23,332721,Precision Turned Product Manufacturing ,,1252234.0
YHJESY2TDP23,332993,Ammunition (except Small Arms) Manufacturing ,,1252234.0
YHJESY2TDP23,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,1252234.0
YHJESY2TDP23,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",,1252234.0
YHJESY2TDP23,333611,Turbine and Turbine Generator Set Units Manufacturing ,,1252234.0
YHJESY2TDP23,333618,Other Engine Equipment Manufacturing ,,1252234.0
YHJESY2TDP23,336412,Aircraft Engine and Engine Parts Manufacturing ,,1252234.0
YHJESY2TDP23,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,1252234.0
YHJESY2TDP23,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing ,,1252234.0
YHJESY2TDP23,336611,Ship Building and Repairing ,,1252234.0
YHJESY2TDP23,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",,1252234.0
N6BAAYHLH8G7,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,Y,1252141.5
JTNDE6EBHL41,611310,"Colleges, Universities, and Professional Schools ",,1246740.27
JTNDE6EBHL41,611692,Automobile Driving Schools ,,1246740.27
JTNDE6EBHL41,923110,Administration of Education Programs ,Y,1246740.27
JX92LMWRTRJ9,332912,Fluid Power Valve and Hose Fitting Manufacturing ,,1246449.32
JX92LMWRTRJ9,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,1246449.32
JX92LMWRTRJ9,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing ,Y,1246449.32
JX92LMWRTRJ9,333618,Other Engine Equipment Manufacturing ,,1246449.32
JX92LMWRTRJ9,333995,Fluid Power Cylinder and Actuator Manufacturing ,,1246449.32
JX92LMWRTRJ9,336390,Other Motor Vehicle Parts Manufacturing,,1246449.32
JX92LMWRTRJ9,336412,Aircraft Engine and Engine Parts Manufacturing ,,1246449.32
JX92LMWRTRJ9,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,,1246449.32
JX92LMWRTRJ9,336611,Ship Building and Repairing ,,1246449.32
JX92LMWRTRJ9,336612,Boat Building ,,1246449.32
JX92LMWRTRJ9,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",,1246449.32
JX92LMWRTRJ9,336999,All Other Transportation Equipment Manufacturing ,,1246449.32
JX92LMWRTRJ9,339999,All Other Miscellaneous Manufacturing ,,1246449.32
LG8PRS9MR697,332911,Industrial Valve Manufacturing ,,1242245.63
LG8PRS9MR697,332912,Fluid Power Valve and Hose Fitting Manufacturing ,Y,1242245.63
CA3SCBN6PYP5,334417,Electronic Connector Manufacturing ,Y,1235462.0
GFSJF2WNK1E1,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",Y,1227123.94
H4K1A9NVAB68,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,Y,1215433.92
KNAGZL3AKW44,334111,Electronic Computer Manufacturing ,,1171594.38
KNAGZL3AKW44,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,Y,1171594.38
KNAGZL3AKW44,541512,Computer Systems Design Services ,,1171594.38
KNAGZL3AKW44,541519,Other Computer Related Services,,1171594.38
KNAGZL3AKW44,541614,"Process, Physical Distribution, and Logistics Consulting Services ",,1171594.38
KNAGZL3AKW44,811212,Computer and Office Machine Repair and Maintenance ,,1171594.38
PW9GWUTL4KV5,336611,Ship Building and Repairing ,Y,1170232.59
PW9GWUTL4KV5,561720,Janitorial Services ,,1170232.59
PW9GWUTL4KV5,562910,Remediation Services ,,1170232.59
NFCDTTZM5JL3,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing ,Y,1165478.64
NFCDTTZM5JL3,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",,1165478.64
F98TZC6J5XV1,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,,1164465.31
F98TZC6J5XV1,326291,Rubber Product Manufacturing for Mechanical Use ,,1164465.31
F98TZC6J5XV1,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,,1164465.31
F98TZC6J5XV1,334412,Bare Printed Circuit Board Manufacturing  ,,1164465.31
F98TZC6J5XV1,334413,Semiconductor and Related Device Manufacturing ,,1164465.31
F98TZC6J5XV1,334419,Other Electronic Component Manufacturing ,,1164465.31
F98TZC6J5XV1,334514,Totalizing Fluid Meter and Counting Device Manufacturing ,,1164465.31
F98TZC6J5XV1,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,Y,1164465.31
F98TZC6J5XV1,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,1164465.31
F98TZC6J5XV1,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",,1164465.31
QRS8UUK41BA4,332911,Industrial Valve Manufacturing ,Y,1146465.88
U43WP4FHDJY3,332216,Saw Blade and Handtool Manufacturing ,,1133541.51
U43WP4FHDJY3,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing ",,1133541.51
U43WP4FHDJY3,334310,Audio and Video Equipment Manufacturing,,1133541.51
U43WP4FHDJY3,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,,1133541.51
U43WP4FHDJY3,334419,Other Electronic Component Manufacturing ,,1133541.51
U43WP4FHDJY3,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",,1133541.51
U43WP4FHDJY3,334514,Totalizing Fluid Meter and Counting Device Manufacturing ,,1133541.51
U43WP4FHDJY3,334516,Analytical Laboratory Instrument Manufacturing ,Y,1133541.51
U43WP4FHDJY3,335312,Motor and Generator Manufacturing ,,1133541.51
U43WP4FHDJY3,335313,Switchgear and Switchboard Apparatus Manufacturing ,,1133541.51
U43WP4FHDJY3,335314,Relay and Industrial Control Manufacturing ,,1133541.51
U43WP4FHDJY3,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,,1133541.51
U43WP4FHDJY3,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers ",,1133541.51
