uei,naics6,naics_desc,is_primary
G8LCAVK5AVW7,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
G8LCAVK5AVW7,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,
G8LCAVK5AVW7,334516,Analytical Laboratory Instrument Manufacturing,
G8LCAVK5AVW7,335311,"Power, Distribution, and Specialty Transformer Manufacturing",
G8LCAVK5AVW7,335313,Switchgear and Switchboard Apparatus Manufacturing,
G8LCAVK5AVW7,335921,Fiber Optic Cable Manufacturing,
G8LCAVK5AVW7,335929,Other Communication and Energy Wire Manufacturing,
G8LCAVK5AVW7,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
G8LCAVK5AVW7,339940,Office Supplies (except Paper) Manufacturing,
G8LCAVK5AVW7,339999,All Other Miscellaneous Manufacturing,
G8LCAVK5AVW7,423420,Office Equipment Merchant Wholesalers,
G8LCAVK5AVW7,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,
G8LCAVK5AVW7,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",
G8LCAVK5AVW7,423690,Other Electronic Parts and Equipment Merchant Wholesalers,
G8LCAVK5AVW7,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,
G8LCAVK5AVW7,493190,Other Warehousing and Storage,
G8LCAVK5AVW7,513210,Software Publishers,
G8LCAVK5AVW7,517121,Telecommunications Resellers,
G8LCAVK5AVW7,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
G8LCAVK5AVW7,541330,Engineering Services,
G8LCAVK5AVW7,541511,Custom Computer Programming Services,
G8LCAVK5AVW7,541512,Computer Systems Design Services,
G8LCAVK5AVW7,541513,Computer Facilities Management Services,
G8LCAVK5AVW7,541519,Other Computer Related Services,Y
G8LCAVK5AVW7,541690,Other Scientific and Technical Consulting Services,
G8LCAVK5AVW7,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
G8LCAVK5AVW7,541990,"All Other Professional, Scientific, and Technical Services",
G8LCAVK5AVW7,561210,Facilities Support Services,
G8LCAVK5AVW7,561311,Employment Placement Agencies,
G8LCAVK5AVW7,561320,Temporary Help Services,
G8LCAVK5AVW7,561421,Telephone Answering Services,
G8LCAVK5AVW7,561621,Security Systems Services (except Locksmiths),
G8LCAVK5AVW7,561790,Other Services to Buildings and Dwellings,
G8LCAVK5AVW7,561990,All Other Support Services,
G8LCAVK5AVW7,611420,Computer Training,
G8LCAVK5AVW7,811210,Electronic and Precision Equipment Repair and Maintenance,
YHJESY2TDP23,331221,Rolled Steel Shape Manufacturing,
YHJESY2TDP23,332313,Plate Work Manufacturing,
YHJESY2TDP23,332420,Metal Tank (Heavy Gauge) Manufacturing,
YHJESY2TDP23,332439,Other Metal Container Manufacturing,
YHJESY2TDP23,332710,Machine Shops,Y
YHJESY2TDP23,332721,Precision Turned Product Manufacturing,
YHJESY2TDP23,332993,Ammunition (except Small Arms) Manufacturing,
YHJESY2TDP23,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
YHJESY2TDP23,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",
YHJESY2TDP23,333611,Turbine and Turbine Generator Set Units Manufacturing,
YHJESY2TDP23,333618,Other Engine Equipment Manufacturing,
YHJESY2TDP23,336412,Aircraft Engine and Engine Parts Manufacturing,
YHJESY2TDP23,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
YHJESY2TDP23,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,
YHJESY2TDP23,336611,Ship Building and Repairing,
YHJESY2TDP23,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
N6BAAYHLH8G7,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,Y
JTNDE6EBHL41,611310,"Colleges, Universities, and Professional Schools",
JTNDE6EBHL41,611692,Automobile Driving Schools,
JTNDE6EBHL41,923110,Administration of Education Programs,Y
JX92LMWRTRJ9,332912,Fluid Power Valve and Hose Fitting Manufacturing,
JX92LMWRTRJ9,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
JX92LMWRTRJ9,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,Y
JX92LMWRTRJ9,333618,Other Engine Equipment Manufacturing,
JX92LMWRTRJ9,333995,Fluid Power Cylinder and Actuator Manufacturing,
JX92LMWRTRJ9,336390,Other Motor Vehicle Parts Manufacturing,
JX92LMWRTRJ9,336412,Aircraft Engine and Engine Parts Manufacturing,
JX92LMWRTRJ9,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
JX92LMWRTRJ9,336611,Ship Building and Repairing,
JX92LMWRTRJ9,336612,Boat Building,
JX92LMWRTRJ9,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
JX92LMWRTRJ9,336999,All Other Transportation Equipment Manufacturing,
JX92LMWRTRJ9,339999,All Other Miscellaneous Manufacturing,
LG8PRS9MR697,332911,Industrial Valve Manufacturing,
LG8PRS9MR697,332912,Fluid Power Valve and Hose Fitting Manufacturing,Y
LG3KT6KZ9K42,236210,Industrial Building Construction,
LG3KT6KZ9K42,236220,Commercial and Institutional Building Construction,Y
LG3KT6KZ9K42,237110,Water and Sewer Line and Related Structures Construction,
LG3KT6KZ9K42,237990,Other Heavy and Civil Engineering Construction,
LG3KT6KZ9K42,238220,"Plumbing, Heating, and Air-Conditioning Contractors",
CA3SCBN6PYP5,334417,Electronic Connector Manufacturing,Y
GFSJF2WNK1E1,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",Y
H4K1A9NVAB68,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Y
KNAGZL3AKW44,334111,Electronic Computer Manufacturing,
KNAGZL3AKW44,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,Y
KNAGZL3AKW44,541512,Computer Systems Design Services,
KNAGZL3AKW44,541519,Other Computer Related Services,
KNAGZL3AKW44,541614,"Process, Physical Distribution, and Logistics Consulting Services",
KNAGZL3AKW44,811212,Computer and Office Machine Repair and Maintenance,
NFCDTTZM5JL3,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,Y
NFCDTTZM5JL3,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
QRS8UUK41BA4,332911,Industrial Valve Manufacturing,Y
U43WP4FHDJY3,332216,Saw Blade and Handtool Manufacturing,
U43WP4FHDJY3,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",
U43WP4FHDJY3,334310,Audio and Video Equipment Manufacturing,
U43WP4FHDJY3,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,
U43WP4FHDJY3,334419,Other Electronic Component Manufacturing,
U43WP4FHDJY3,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
U43WP4FHDJY3,334514,Totalizing Fluid Meter and Counting Device Manufacturing,
U43WP4FHDJY3,334516,Analytical Laboratory Instrument Manufacturing,Y
U43WP4FHDJY3,335312,Motor and Generator Manufacturing,
U43WP4FHDJY3,335313,Switchgear and Switchboard Apparatus Manufacturing,
U43WP4FHDJY3,335314,Relay and Industrial Control Manufacturing,
U43WP4FHDJY3,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
U43WP4FHDJY3,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",
U43WP4FHDJY3,541330,Engineering Services,
U43WP4FHDJY3,811210,Electronic and Precision Equipment Repair and Maintenance,
MME9X24LUXP1,334111,Electronic Computer Manufacturing,Y
MME9X24LUXP1,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,
MME9X24LUXP1,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
MME9X24LUXP1,334519,Other Measuring and Controlling Device Manufacturing,
RDM6SEMM2WB4,332991,Ball and Roller Bearing Manufacturing,Y
LRYRHNM7EHJ8,332322,Sheet Metal Work Manufacturing,Y
VJFKVNQBYVL5,326291,Rubber Product Manufacturing for Mechanical Use,Y
UKXMHUWSFLW7,332911,Industrial Valve Manufacturing,
UKXMHUWSFLW7,333618,Other Engine Equipment Manufacturing,
UKXMHUWSFLW7,335314,Relay and Industrial Control Manufacturing,
UKXMHUWSFLW7,336390,Other Motor Vehicle Parts Manufacturing,
UKXMHUWSFLW7,336412,Aircraft Engine and Engine Parts Manufacturing,Y
UKXMHUWSFLW7,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
C1H7UWEXRVN7,334290,Other Communications Equipment Manufacturing,
C1H7UWEXRVN7,334310,Audio and Video Equipment Manufacturing,
C1H7UWEXRVN7,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
C1H7UWEXRVN7,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,Y
C1H7UWEXRVN7,334516,Analytical Laboratory Instrument Manufacturing,
C1H7UWEXRVN7,334519,Other Measuring and Controlling Device Manufacturing,
C1H7UWEXRVN7,513210,Software Publishers,
C1H7UWEXRVN7,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,
C1H7UWEXRVN7,541330,Engineering Services,
C1H7UWEXRVN7,541380,Testing Laboratories and Services,
C1H7UWEXRVN7,541690,Other Scientific and Technical Consulting Services,
C1H7UWEXRVN7,541990,"All Other Professional, Scientific, and Technical Services",
C1H7UWEXRVN7,611430,Professional and Management Development Training,
C1H7UWEXRVN7,811210,Electronic and Precision Equipment Repair and Maintenance,
ZNWJAN6CY115,332710,Machine Shops,
ZNWJAN6CY115,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
ZNWJAN6CY115,333310,Commercial and Service Industry Machinery Manufacturing,
ZNWJAN6CY115,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
ZNWJAN6CY115,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
ZNWJAN6CY115,541330,Engineering Services,Y
ZNWJAN6CY115,541990,"All Other Professional, Scientific, and Technical Services",
TQ6PLXME5XE1,325520,Adhesive Manufacturing,Y
TQ6PLXME5XE1,333249,Other Industrial Machinery Manufacturing,
RG3VUTDYFNF8,332710,Machine Shops,Y
HNAKLNNSE339,332313,Plate Work Manufacturing,
HNAKLNNSE339,332322,Sheet Metal Work Manufacturing,
HNAKLNNSE339,332710,Machine Shops,Y
HNAKLNNSE339,332721,Precision Turned Product Manufacturing,
HNAKLNNSE339,332911,Industrial Valve Manufacturing,
HNAKLNNSE339,332993,Ammunition (except Small Arms) Manufacturing,
HNAKLNNSE339,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",
HNAKLNNSE339,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
HNAKLNNSE339,333618,Other Engine Equipment Manufacturing,
HNAKLNNSE339,333993,Packaging Machinery Manufacturing,
HNAKLNNSE339,333998,All Other Miscellaneous General Purpose Machinery Manufacturing,
HNAKLNNSE339,334290,Other Communications Equipment Manufacturing,
HNAKLNNSE339,336390,Other Motor Vehicle Parts Manufacturing,
HNAKLNNSE339,336412,Aircraft Engine and Engine Parts Manufacturing,
HNAKLNNSE339,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
HNAKLNNSE339,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,
HNAKLNNSE339,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
CKBGA756V5H9,333241,Food Product Machinery Manufacturing,
CKBGA756V5H9,333242,Semiconductor Machinery Manufacturing,
CKBGA756V5H9,333248,All Other Industrial Machinery Manufacturing,
CKBGA756V5H9,333310,Commercial and Service Industry Machinery Manufacturing,
CKBGA756V5H9,333511,Industrial Mold Manufacturing,
CKBGA756V5H9,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",
CKBGA756V5H9,333515,Cutting Tool and Machine Tool Accessory Manufacturing,
CKBGA756V5H9,333517,Machine Tool Manufacturing,
CKBGA756V5H9,333618,Other Engine Equipment Manufacturing,
CKBGA756V5H9,333993,Packaging Machinery Manufacturing,
CKBGA756V5H9,333998,All Other Miscellaneous General Purpose Machinery Manufacturing,Y
CKBGA756V5H9,334413,Semiconductor and Related Device Manufacturing,
TMDVSPNEFR69,423840,Industrial Supplies Merchant Wholesalers,Y
MHR1KKAZ1NH5,333310,Commercial and Service Industry Machinery Manufacturing,Y
ZM8CV5ND9LG8,423510,Metal Service Centers and Other Metal Merchant Wholesalers,Y
CSB6FUPJ5TC1,332710,Machine Shops,
CSB6FUPJ5TC1,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Y
CSB6FUPJ5TC1,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",
CSB6FUPJ5TC1,336999,All Other Transportation Equipment Manufacturing,
CSB6FUPJ5TC1,541330,Engineering Services,
FQJTKZNF6GY5,238220,"Plumbing, Heating, and Air-Conditioning Contractors",
FQJTKZNF6GY5,332919,Other Metal Valve and Pipe Fitting Manufacturing,
FQJTKZNF6GY5,334290,Other Communications Equipment Manufacturing,
FQJTKZNF6GY5,336611,Ship Building and Repairing,
FQJTKZNF6GY5,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
FQJTKZNF6GY5,339999,All Other Miscellaneous Manufacturing,
FQJTKZNF6GY5,424690,Other Chemical and Allied Products Merchant Wholesalers,
FQJTKZNF6GY5,561990,All Other Support Services,Y
R7JLC1Y2PLJ1,333995,Fluid Power Cylinder and Actuator Manufacturing,
R7JLC1Y2PLJ1,333996,Fluid Power Pump and Motor Manufacturing,
R7JLC1Y2PLJ1,339999,All Other Miscellaneous Manufacturing,Y
ZFN2JJXBLZT3,336411,Aircraft Manufacturing,Y
ZFN2JJXBLZT3,336414,Guided Missile and Space Vehicle Manufacturing,
ZFN2JJXBLZT3,336611,Ship Building and Repairing,
ZFN2JJXBLZT3,488190,Other Support Activities for Air Transportation,
ZFN2JJXBLZT3,541330,Engineering Services,
ZFN2JJXBLZT3,541511,Custom Computer Programming Services,
ZFN2JJXBLZT3,541512,Computer Systems Design Services,
ZFN2JJXBLZT3,541690,Other Scientific and Technical Consulting Services,
ZFN2JJXBLZT3,921190,Other General Government Support,
ZFN2JJXBLZT3,927110,Space Research and Technology,
ZFN2JJXBLZT3,928110,National Security,
CKV2L9GZKJK3,325412,Pharmaceutical Preparation Manufacturing,
CKV2L9GZKJK3,332993,Ammunition (except Small Arms) Manufacturing,
CKV2L9GZKJK3,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,
CKV2L9GZKJK3,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
CKV2L9GZKJK3,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",
CKV2L9GZKJK3,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,
CKV2L9GZKJK3,488190,Other Support Activities for Air Transportation,
CKV2L9GZKJK3,493110,General Warehousing and Storage,
CKV2L9GZKJK3,512110,Motion Picture and Video Production,
CKV2L9GZKJK3,513210,Software Publishers,
CKV2L9GZKJK3,517810,All Other Telecommunications,
CKV2L9GZKJK3,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
CKV2L9GZKJK3,519290,Web Search Portals and All Other Information Services,
CKV2L9GZKJK3,522310,Mortgage and Nonmortgage Loan Brokers,
CKV2L9GZKJK3,523150,Investment Banking and Securities Intermediation,
CKV2L9GZKJK3,524114,Direct Health and Medical Insurance Carriers,
CKV2L9GZKJK3,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers",
CKV2L9GZKJK3,531210,Offices of Real Estate Agents and Brokers,
CKV2L9GZKJK3,541211,Offices of Certified Public Accountants,
CKV2L9GZKJK3,541219,Other Accounting Services,
CKV2L9GZKJK3,541330,Engineering Services,
CKV2L9GZKJK3,541420,Industrial Design Services,
CKV2L9GZKJK3,541511,Custom Computer Programming Services,
CKV2L9GZKJK3,541512,Computer Systems Design Services,
CKV2L9GZKJK3,541513,Computer Facilities Management Services,
CKV2L9GZKJK3,541519,Other Computer Related Services,
CKV2L9GZKJK3,541611,Administrative Management and General Management Consulting Services,Y
CKV2L9GZKJK3,541612,Human Resources Consulting Services,
CKV2L9GZKJK3,541613,Marketing Consulting Services,
CKV2L9GZKJK3,541614,"Process, Physical Distribution, and Logistics Consulting Services",
CKV2L9GZKJK3,541618,Other Management Consulting Services,
CKV2L9GZKJK3,541620,Environmental Consulting Services,
CKV2L9GZKJK3,541690,Other Scientific and Technical Consulting Services,
CKV2L9GZKJK3,541714,Research and Development in Biotechnology (except Nanobiotechnology),
CKV2L9GZKJK3,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
CKV2L9GZKJK3,541720,Research and Development in the Social Sciences and Humanities,
CKV2L9GZKJK3,541810,Advertising Agencies,
CKV2L9GZKJK3,541820,Public Relations Agencies,
CKV2L9GZKJK3,541850,Indoor and Outdoor Display Advertising,
CKV2L9GZKJK3,541910,Marketing Research and Public Opinion Polling,
CKV2L9GZKJK3,541990,"All Other Professional, Scientific, and Technical Services",
CKV2L9GZKJK3,561110,Office Administrative Services,
CKV2L9GZKJK3,561210,Facilities Support Services,
CKV2L9GZKJK3,561311,Employment Placement Agencies,
CKV2L9GZKJK3,561312,Executive Search Services,
CKV2L9GZKJK3,561422,Telemarketing Bureaus and Other Contact Centers,
CKV2L9GZKJK3,561499,All Other Business Support Services,
CKV2L9GZKJK3,561611,Investigation and Personal Background Check Services,
CKV2L9GZKJK3,561990,All Other Support Services,
CKV2L9GZKJK3,611310,"Colleges, Universities, and Professional Schools",
CKV2L9GZKJK3,611420,Computer Training,
CKV2L9GZKJK3,611430,Professional and Management Development Training,
CKV2L9GZKJK3,611699,All Other Miscellaneous Schools and Instruction,
CKV2L9GZKJK3,611710,Educational Support Services,
CKV2L9GZKJK3,621111,Offices of Physicians (except Mental Health Specialists),
CKV2L9GZKJK3,621999,All Other Miscellaneous Ambulatory Health Care Services,
CKV2L9GZKJK3,622110,General Medical and Surgical Hospitals,
CKV2L9GZKJK3,624190,Other Individual and Family Services,
CKV2L9GZKJK3,624310,Vocational Rehabilitation Services,
CKV2L9GZKJK3,813319,Other Social Advocacy Organizations,
CKV2L9GZKJK3,921190,Other General Government Support,
CKV2L9GZKJK3,928110,National Security,
KMP7FYJJV3N3,237130,Power and Communication Line and Related Structures Construction,
KMP7FYJJV3N3,331222,Steel Wire Drawing,
KMP7FYJJV3N3,331318,"Other Aluminum Rolling, Drawing, and Extruding",
KMP7FYJJV3N3,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Y
KMP7FYJJV3N3,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",
KMP7FYJJV3N3,332618,Other Fabricated Wire Product Manufacturing,
KMP7FYJJV3N3,334417,Electronic Connector Manufacturing,
KMP7FYJJV3N3,334419,Other Electronic Component Manufacturing,
KMP7FYJJV3N3,335311,"Power, Distribution, and Specialty Transformer Manufacturing",
KMP7FYJJV3N3,335921,Fiber Optic Cable Manufacturing,
KMP7FYJJV3N3,335929,Other Communication and Energy Wire Manufacturing,
KMP7FYJJV3N3,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
KMP7FYJJV3N3,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,
WW6HFEMKWPC5,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",Y
WW6HFEMKWPC5,332312,Fabricated Structural Metal Manufacturing,
WW6HFEMKWPC5,332322,Sheet Metal Work Manufacturing,
N5RJW5NX32Y1,332510,Hardware Manufacturing,
N5RJW5NX32Y1,334111,Electronic Computer Manufacturing,
N5RJW5NX32Y1,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,
N5RJW5NX32Y1,334290,Other Communications Equipment Manufacturing,
N5RJW5NX32Y1,334412,Bare Printed Circuit Board Manufacturing,
N5RJW5NX32Y1,334419,Other Electronic Component Manufacturing,
N5RJW5NX32Y1,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
N5RJW5NX32Y1,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,
N5RJW5NX32Y1,334519,Other Measuring and Controlling Device Manufacturing,
N5RJW5NX32Y1,335311,"Power, Distribution, and Specialty Transformer Manufacturing",
N5RJW5NX32Y1,335314,Relay and Industrial Control Manufacturing,
N5RJW5NX32Y1,335931,Current-Carrying Wiring Device Manufacturing,
N5RJW5NX32Y1,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
N5RJW5NX32Y1,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,
N5RJW5NX32Y1,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
N5RJW5NX32Y1,336611,Ship Building and Repairing,
N5RJW5NX32Y1,517111,Wired Telecommunications Carriers,
N5RJW5NX32Y1,517112,Wireless Telecommunications Carriers (except Satellite),
N5RJW5NX32Y1,541330,Engineering Services,Y
N5RJW5NX32Y1,541511,Custom Computer Programming Services,
N5RJW5NX32Y1,541512,Computer Systems Design Services,
N5RJW5NX32Y1,541513,Computer Facilities Management Services,
N5RJW5NX32Y1,541519,Other Computer Related Services,
N5RJW5NX32Y1,541611,Administrative Management and General Management Consulting Services,
N5RJW5NX32Y1,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
N5RJW5NX32Y1,541990,"All Other Professional, Scientific, and Technical Services",
N5RJW5NX32Y1,561110,Office Administrative Services,
N5RJW5NX32Y1,561210,Facilities Support Services,
JA3LXNZMCTA9,332710,Machine Shops,Y
JA3LXNZMCTA9,332721,Precision Turned Product Manufacturing,
JA3LXNZMCTA9,333511,Industrial Mold Manufacturing,
JA3LXNZMCTA9,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",
JA3LXNZMCTA9,541330,Engineering Services,
LN8JD2HB57K5,423690,Other Electronic Parts and Equipment Merchant Wholesalers,Y
S3NBXGNJ5433,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,Y
S3NBXGNJ5433,541512,Computer Systems Design Services,
S3NBXGNJ5433,541513,Computer Facilities Management Services,
S3NBXGNJ5433,541519,Other Computer Related Services,
MXEKHYEZZJZ6,236210,Industrial Building Construction,
MXEKHYEZZJZ6,236220,Commercial and Institutional Building Construction,
MXEKHYEZZJZ6,237110,Water and Sewer Line and Related Structures Construction,
MXEKHYEZZJZ6,237990,Other Heavy and Civil Engineering Construction,
MXEKHYEZZJZ6,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Y
MXEKHYEZZJZ6,238290,Other Building Equipment Contractors,
MXEKHYEZZJZ6,238990,All Other Specialty Trade Contractors,
LWF3CB1HFZF3,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",
LWF3CB1HFZF3,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,
LWF3CB1HFZF3,423140,Motor Vehicle Parts (Used) Merchant Wholesalers,
LWF3CB1HFZF3,423490,Other Professional Equipment and Supplies Merchant Wholesalers,
LWF3CB1HFZF3,423510,Metal Service Centers and Other Metal Merchant Wholesalers,
LWF3CB1HFZF3,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",
LWF3CB1HFZF3,423710,Hardware Merchant Wholesalers,
LWF3CB1HFZF3,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,
LWF3CB1HFZF3,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,
LWF3CB1HFZF3,423740,Refrigeration Equipment and Supplies Merchant Wholesalers,
LWF3CB1HFZF3,423830,Industrial Machinery and Equipment Merchant Wholesalers,
LWF3CB1HFZF3,423840,Industrial Supplies Merchant Wholesalers,Y
LWF3CB1HFZF3,424950,"Paint, Varnish, and Supplies Merchant Wholesalers",
JCDGLS37EF65,321992,Prefabricated Wood Building Manufacturing,
JCDGLS37EF65,332311,Prefabricated Metal Building and Component Manufacturing,Y
JCDGLS37EF65,332312,Fabricated Structural Metal Manufacturing,
JCDGLS37EF65,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",
N28CNQT19JY9,541614,"Process, Physical Distribution, and Logistics Consulting Services",Y
DEGHQRGPKTQ8,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,Y
W547TUQXJ8Y4,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",Y
W547TUQXJ8Y4,333996,Fluid Power Pump and Motor Manufacturing,
W547TUQXJ8Y4,336611,Ship Building and Repairing,
C18KXNHETC95,238210,Electrical Contractors and Other Wiring Installation Contractors,
C18KXNHETC95,327910,Abrasive Product Manufacturing,
C18KXNHETC95,332216,Saw Blade and Handtool Manufacturing,
C18KXNHETC95,333310,Commercial and Service Industry Machinery Manufacturing,
C18KXNHETC95,334290,Other Communications Equipment Manufacturing,
C18KXNHETC95,334417,Electronic Connector Manufacturing,Y
C18KXNHETC95,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,
C18KXNHETC95,335921,Fiber Optic Cable Manufacturing,
C18KXNHETC95,336611,Ship Building and Repairing,
C18KXNHETC95,423840,Industrial Supplies Merchant Wholesalers,
C18KXNHETC95,541330,Engineering Services,
C18KXNHETC95,541519,Other Computer Related Services,
C18KXNHETC95,611420,Computer Training,
C18KXNHETC95,611519,Other Technical and Trade Schools,
C18KXNHETC95,611699,All Other Miscellaneous Schools and Instruction,
EKY1E33VMH27,532120,"TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING",
EKY1E33VMH27,532412,"CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",
EKY1E33VMH27,532490,OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING,Y
GXK6HT9PN3P9,332710,Machine Shops,
GXK6HT9PN3P9,332721,Precision Turned Product Manufacturing,Y
GXK6HT9PN3P9,332991,Ball and Roller Bearing Manufacturing,
GXK6HT9PN3P9,336412,Aircraft Engine and Engine Parts Manufacturing,
GXK6HT9PN3P9,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
FNBNKXCC3QD8,332710,Machine Shops,
FNBNKXCC3QD8,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",Y
CERUMMHMPXZ9,541380,Testing Laboratories and Services,Y
SN8JQ8XJ55N9,333613,Mechanical Power Transmission Equipment Manufacturing,Y
S9FENR91JGV9,331513,Steel Foundries (except Investment),Y
XRN4L5GSHNJ5,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
XRN4L5GSHNJ5,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Y
FDMCABKJFNE8,315220,Men's and Boy's Cut and Sew Apparel Manufacturing,
FDMCABKJFNE8,315240,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing",
FDMCABKJFNE8,333912,Air and Gas Compressor Manufacturing,
FDMCABKJFNE8,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,
FDMCABKJFNE8,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
FDMCABKJFNE8,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",
FDMCABKJFNE8,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
FDMCABKJFNE8,339113,Surgical Appliance and Supplies Manufacturing,Y
FDMCABKJFNE8,339920,Sporting and Athletic Goods Manufacturing,
