eswbs_code,one_digit_group,group_name,nomenclature,remarks
45600,4,"Command, Control & Surveillance",MULTI-FUNCTION RADAR SYSTEMS,
45700,4,"Command, Control & Surveillance",INFRARED SURVEILLANCE AND TRACKING SYSTEMS,
45710,4,"Command, Control & Surveillance",INFRARED SURVEILLANCE AND TRACKING SYSTEMS,
45711,4,"Command, Control & Surveillance",INFRARED SURVEILLANCE AND TRACKING SYSTEMS,
45800,4,"Command, Control & Surveillance",AUTOMATIC DETECTION AND TRACKING SYSTEMS,
45810,4,"Command, Control & Surveillance",AUTOMATIC DETECTION AND TRACKING SYSTEMS,
45811,4,"Command, Control & Surveillance",AUTOMATIC DETECTION AND TRACKING SYSTEMS,
45900,4,"Command, Control & Surveillance",SPACE VEHICLE ELECTRONIC TRACKING,
46000,4,"Command, Control & Surveillance",SURVEILLANCE SYSTEMS (UNDERWATER),
46100,4,"Command, Control & Surveillance",ACTIVE SURVEILLANCE SONAR,
46200,4,"Command, Control & Surveillance",PASSIVE SURVEILLANCE SONAR,
46300,4,"Command, Control & Surveillance",MULTIPLE MODE SURVEILLANCE SONAR,
46400,4,"Command, Control & Surveillance",ACOUSTIC ANALYSIS SYSTEMS,
46500,4,"Command, Control & Surveillance",BATHYTHERMOGRAPH,
46510,4,"Command, Control & Surveillance",BATHYTHERMOGRAPH,
46511,4,"Command, Control & Surveillance",BATHYTHERMOGRAPH,
46600,4,"Command, Control & Surveillance",MULTI-PURPOSE SHIP EQUIPMENT SYSTEMS,
46610,4,"Command, Control & Surveillance",LAMPS SHIPBOARD EQUIPMENT,
46611,4,"Command, Control & Surveillance",LAMPS MK III EQUIPMENT,
46612,4,"Command, Control & Surveillance",LAMPS MK I EQUIPMENT,
46613,4,"Command, Control & Surveillance",LAMPS INTERFACE EQUIPMENT,
46614,4,"Command, Control & Surveillance",LAMPS COMMUNICATION EQUIPMENT,
46800,4,"Command, Control & Surveillance",SURFACE SHIP COMBAT SYSTEMS,
47000,4,"Command, Control & Surveillance",COUNTERMEASURE SYSTEMS,
47010,4,"Command, Control & Surveillance","TESTING, ELECTRONIC COUNTERMEASURES INTRA-SYSTEM",
47011,4,"Command, Control & Surveillance","TESTING, ELECTRONIC COUNTERMEASURES INTRA-SYSTEM",
47100,4,"Command, Control & Surveillance",ACTIVE EW (INCL COMBINATION ACTIVE/PASSIVE),
47110,4,"Command, Control & Surveillance","ELECTRONIC COUNTERMEASURES, ACTIVE",
47111,4,"Command, Control & Surveillance","ELECTRONIC COUNTERMEASURES, ACTIVE",
47200,4,"Command, Control & Surveillance",PASSIVE ECM,
47210,4,"Command, Control & Surveillance","ELECTRONIC COUNTERMEASURES, PASSIVE",
47211,4,"Command, Control & Surveillance","ELECTRONIC COUNTERMEASURES, PASSIVE",
47300,4,"Command, Control & Surveillance",UNDERWATER COUNTERMEASURES,
47310,4,"Command, Control & Surveillance",TORPEDO DECOYS,
47311,4,"Command, Control & Surveillance",TORPEDO DECOYS,
47400,4,"Command, Control & Surveillance",DECOY SYSTEMS,
47410,4,"Command, Control & Surveillance",COUNTERMEASURES DECOYS,
47411,4,"Command, Control & Surveillance",COUNTERMEASURES DECOYS,
47500,4,"Command, Control & Surveillance",DEGAUSSING SYSTEMS,
47510,4,"Command, Control & Surveillance",DEGAUSSING SYSTEMS,
47511,4,"Command, Control & Surveillance",DEGAUSSING SYSTEMS,
47600,4,"Command, Control & Surveillance",MINE COUNTERMEASURE SYSTEMS,
47610,4,"Command, Control & Surveillance",MINESWEEPING SYSTEMS,
47611,4,"Command, Control & Surveillance",MINESWEEPING SYSTEMS,
47620,4,"Command, Control & Surveillance",MINEHUNTING SYSTEMS,
47621,4,"Command, Control & Surveillance",MINEHUNTING SYSTEMS,
48000,4,"Command, Control & Surveillance",FIRE CONTROL SYSTEMS,
48010,4,"Command, Control & Surveillance","TESTING, GUN WARFARE INTRA-SYSTEM",
48011,4,"Command, Control & Surveillance","TESTING, GUN WARFARE INTRA-SYSTEM",
48020,4,"Command, Control & Surveillance","TESTING, GUIDED MISSILE INTRA-SYSTEM",
48021,4,"Command, Control & Surveillance","TESTING, GUIDED MISSILE INTRA-SYSTEM",
48030,4,"Command, Control & Surveillance","TESTING, ANTI-SUBMARINE WARFARE INTRA-SYSTEM",
48031,4,"Command, Control & Surveillance","TESTING, ANTI-SUBMARINE WARFARE INTRA-SYSTEM",
48100,4,"Command, Control & Surveillance",GUN FIRE CONTROL SYSTEMS,
48200,4,"Command, Control & Surveillance",MISSILE FIRE CONTROL SYSTEMS,
48300,4,"Command, Control & Surveillance",UNDERWATER FIRE CONTROL SYSTEMS,
48400,4,"Command, Control & Surveillance",INTEGRATED FIRE CONTROL SYSTEMS,
48492,4,"Command, Control & Surveillance",GUN FIRE CONTROL SYSTEM,
48900,4,"Command, Control & Surveillance",WEAPON SYSTEMS SWITCHBOARDS,
48960,4,"Command, Control & Surveillance",FIRE CONTROL SWITCHBOARD,
49000,4,"Command, Control & Surveillance",SPECIAL PURPOSE SYSTEMS,
49100,4,"Command, Control & Surveillance","ELECTRONIC TEST, CHECKOUT, AND MONITORING EQUIPMENT",
49110,4,"Command, Control & Surveillance","ELECTRONIC TEST, CHECKOUT, AND MONITORING EQUIPMENT",
49111,4,"Command, Control & Surveillance","ELECTRONIC TEST, CHECKOUT, AND MONITORING EQUIPMENT",
49200,4,"Command, Control & Surveillance",FLIGHT CONTROL AND INSTRUMENT LANDING SYSTEMS,
49220,4,"Command, Control & Surveillance","LANDING SYSTEMS, FRESNEL LENS OPTICAL (FLOLS)",
49221,4,"Command, Control & Surveillance","LANDING SYSTEMS, FRESNEL LENS OPTICAL (FLOLS)",
49230,4,"Command, Control & Surveillance",PILOT LANDING AID TELEVISION SYSTEM (PLAT),
49231,4,"Command, Control & Surveillance",PILOT LANDING AID TELEVISION SYSTEM (PLAT),
49240,4,"Command, Control & Surveillance",LANDING SIGNAL OFFICERS STATION SYSTEM (LSO),
49241,4,"Command, Control & Surveillance",LANDING SIGNAL OFFICERS STATION SYSTEM (LSO),
49250,4,"Command, Control & Surveillance","LANDING AID SYSTEM, MANUAL OPERATED VISUAL (MOVLAS)",
49251,4,"Command, Control & Surveillance","LANDING AID SYSTEM, MANUAL OPERATED VISUAL (MOVLAS)",
49260,4,"Command, Control & Surveillance","LIGHTING SYSTEM, VISUAL AID (AIR CAPABLE)","SEE 49261 FOR ALL COAST GUARD ""BF"" APLs"
49261,4,"Command, Control & Surveillance","LIGHTING SYSTEM, VISUAL AID (AIR CAPABLE)",
49300,4,"Command, Control & Surveillance",AUTOMATED DATA PROCESSING SYSTEMS (NON-COMBAT),
49310,4,"Command, Control & Surveillance",MANAGEMENT DATA PROCESSING SYSTEMS,
49311,4,"Command, Control & Surveillance",MANAGEMENT DATA PROCESSING SYSTEMS,
49320,4,"Command, Control & Surveillance",MONITORING SYSTEM,
49321,4,"Command, Control & Surveillance",MONITORING SYSTEM,
49400,4,"Command, Control & Surveillance",METEOROLOGICAL SYSTEMS,
49410,4,"Command, Control & Surveillance",METEOROLOGICAL SYSTEMS,
49411,4,"Command, Control & Surveillance",METEOROLOGICAL SYSTEMS,
49500,4,"Command, Control & Surveillance",SPECIAL PURPOSE INTELLIGENCE SYSTEMS,
49510,4,"Command, Control & Surveillance","INTELLIGENCE SYSTEMS, INTEGRATED OPERATIONAL",
49511,4,"Command, Control & Surveillance","INTELLIGENCE SYSTEMS, INTEGRATED OPERATIONAL",
49520,4,"Command, Control & Surveillance","INTELLIGENCE SYSTEM, NAVAL PROCESSING (NIPS)",
49521,4,"Command, Control & Surveillance","INTELLIGENCE SYSTEM, NAVAL PROCESSING (NIPS)",
49530,4,"Command, Control & Surveillance",TACTICAL SUPPORT CENTER,
49531,4,"Command, Control & Surveillance",TACTICAL SUPPORT CENTER,
49800,4,"Command, Control & Surveillance",COMMAND AND SURVEILLANCE OPERATING FLUIDS,
49900,4,"Command, Control & Surveillance",COMMAND AND SURV. REPAIR PARTS AND SPECIAL TOOLS,
49910,4,"Command, Control & Surveillance",COMMAND AND SURVEILLANCE MISCELLANEOUS PARTS,
49911,4,"Command, Control & Surveillance",COMMAND AND SURVEILLANCE MISCELLANEOUS PARTS,
49920,4,"Command, Control & Surveillance",COMMAND AND SURVEILLANCE SPECIAL TOOLS,
49921,4,"Command, Control & Surveillance",COMMAND AND SURVEILLANCE SPECIAL TOOLS,
49930,4,"Command, Control & Surveillance",MAINTENANCE ASSIST MODULE (MAM) KITS,
49931,4,"Command, Control & Surveillance",MAINTENANCE ASSIST MODULE (MAM) KITS,
5000,5,Auxiliary Systems,SHIP SYSTEM PERFORMANCE,
50000,5,Auxiliary Systems,"AUXILIARY SYSTEMS, GENERAL",
50100,5,Auxiliary Systems,GENERAL ARRANGEMENT-AUXILIARY SYSTEMS DRAWINGS,
50200,5,Auxiliary Systems,AUXILIARY MACHINERY,
50300,5,Auxiliary Systems,PUMPS,
50400,5,Auxiliary Systems,INSTRUMENTS AND INSTRUMENT BOARDS,
50500,5,Auxiliary Systems,GENERAL PIPING REQUIREMENTS,
50600,5,Auxiliary Systems,"OVERFLOWS, AIR ESCAPES, AND SOUNDING TUBES",
50700,5,Auxiliary Systems,MACHINERY AND PIPING DESIGNATION AND MARKING,
50800,5,Auxiliary Systems,THERMAL INSULATION FOR PIPING AND MACHINERY,
50810,5,Auxiliary Systems,LAGGING REMOVAL AND INSTALLATION (NOW 8655),
50811,5,Auxiliary Systems,REMOVAL WITHIN MACHINERY SPACES (NOW 8655),
50812,5,Auxiliary Systems,REMOVAL OUTSIDE MACHINERY SPACES (NOW 8655),
50813,5,Auxiliary Systems,INSTALLATION MACHINERY SPACES (SHIP'S FORCE) (NOW 8655),
50814,5,Auxiliary Systems,INSTALLATION OUTSIDE MACH. SPACES (SHIP'S FORCE)(NOW 8655),
50815,5,Auxiliary Systems,OSHA (NOW 86591),
50900,5,Auxiliary Systems,THERMAL INSULATION FOR VENT AND A/C DUCTS,
5100,5,Auxiliary Systems,SHIP SYSTEM PERFORMANCE CONCEPTS,
51000,5,Auxiliary Systems,CLIMATE CONTROL,
51100,5,Auxiliary Systems,COMPARTMENT HEATING SYSTEM,
51110,5,Auxiliary Systems,HEATING SYSTEMS,
51111,5,Auxiliary Systems,HEATING SYSTEM,
51200,5,Auxiliary Systems,VENTILATION SYSTEM,
51210,5,Auxiliary Systems,"VENTILATION SYSTEM, NON-MACHINERY PROPULSION SPACES",
51211,5,Auxiliary Systems,"VENTILATION SYSTEM, NON-MACHINERY PROPULSION SPACES",
51300,5,Auxiliary Systems,MACHINERY SPACE VENTILATION SYSTEM,
51310,5,Auxiliary Systems,"VENTILATION SYSTEM, MACHINERY SPACES",
51311,5,Auxiliary Systems,"VENTILATION SYSTEM, MACHINERY SPACE",
51400,5,Auxiliary Systems,AIR CONDITIONING SYSTEM,
51410,5,Auxiliary Systems,"WATER, CHILLED, COOLING DISTRIBUTION",
51411,5,Auxiliary Systems,"WATER, CHILLED, COOLING DISTRIBUTION",
51420,5,Auxiliary Systems,AIR CONDITIONING PLANTS,
51421,5,Auxiliary Systems,AIR CONDITIONING PLANT - NO. 1,
51422,5,Auxiliary Systems,AIR CONDITIONING PLANT - NO. 2,
51423,5,Auxiliary Systems,AIR CONDITIONING PLANT - NO. 3,
51424,5,Auxiliary Systems,AIR CONDITIONING PLANT - NO. 4,
51430,5,Auxiliary Systems,"AIR CONDITIONING UNITS, SELF CONTAINED",
51431,5,Auxiliary Systems,"AIR CONDITIONING UNITS, SELF CONTAINED",
51600,5,Auxiliary Systems,REFRIGERATION SYSTEM,
51610,5,Auxiliary Systems,"REFRIGERATION, SHIP SERVICE",
51611,5,Auxiliary Systems,"REFRIGERATION, SHIP SERVICE",
51620,5,Auxiliary Systems,"REFRIGERATION, CARGO",
51621,5,Auxiliary Systems,"REFRIGERATION, CARGO",
51700,5,Auxiliary Systems,AUXILIARY BOILERS AND OTHER HEAT SOURCES,
51710,5,Auxiliary Systems,"BOILERS, AUXILIARY",
51711,5,Auxiliary Systems,"BOILER, AUXILIARY - NO. 1",
51712,5,Auxiliary Systems,"BOILER, AUXILIARY - NO. 2",
51713,5,Auxiliary Systems,"BOILER, AUXILIARY - NO. 3",
51720,5,Auxiliary Systems,WASTE HEAT SYSTEMS,
51721,5,Auxiliary Systems,WASTE HEAT SYSTEMS,
51730,5,Auxiliary Systems,REBOILER (WITHIN MACHINERY SPACES),
51731,5,Auxiliary Systems,REBOILER,
5200,5,Auxiliary Systems,SHIP SUBSYSTEM PERFORMANCE CONCEPTS,
52000,5,Auxiliary Systems,SEA WATER SYSTEMS,
52010,5,Auxiliary Systems,SEA VALVES,
52011,5,Auxiliary Systems,SEA VALVES,
52100,5,Auxiliary Systems,FIREMAIN AND FLUSHING  (SEA WATER) SYSTEM,
52110,5,Auxiliary Systems,"PIPING, FIREMAIN AND FLUSHING",
52111,5,Auxiliary Systems,"PIPING, FIREMAIN AND FLUSHING",
52120,5,Auxiliary Systems,"PUMPS, FIREMAIN AND FLUSHING",
52121,5,Auxiliary Systems,"PUMPS, FIREMAIN AND FLUSHING #1",
52122,5,Auxiliary Systems,"PUMPS, FIREMAIN AND FLUSHING #2",
52123,5,Auxiliary Systems,"PUMPS, FIREMAIN AND FLUSHING #3",
52124,5,Auxiliary Systems,"PUMPS, FIREMAIN AND FLUSHING #4",
52200,5,Auxiliary Systems,SPRINKLER SYSTEM,
52210,5,Auxiliary Systems,"SPRINKLER SYSTEMS, SEA WATER",
52211,5,Auxiliary Systems,"SPRINKLER SYSTEMS, SEA WATER",
52300,5,Auxiliary Systems,WASHDOWN SYSTEM,
52310,5,Auxiliary Systems,COUNTERMEASURE WASHDOWN SYSTEM,
52311,5,Auxiliary Systems,COUNTERMEASURE WASHDOWN SYSTEM,
52400,5,Auxiliary Systems,AUXILIARY SEA WATER SYSTEM,
52410,5,Auxiliary Systems,AUXILIARY MACHINERY SEA WATER SYSTEM,
52411,5,Auxiliary Systems,AUXILIARY MACHINERY SEA WATER SYSTEM,
52420,5,Auxiliary Systems,"PUMPS, AUXILIARY MACHINERY SEA WATER",
52421,5,Auxiliary Systems,"PUMPS, AUXILIARY MACHINERY SEA WATER",
52600,5,Auxiliary Systems,SCUPPERS AND DECK DRAINS,
52610,5,Auxiliary Systems,SCUPPERS AND DECK DRAINS,
52611,5,Auxiliary Systems,"DRAINS, DECK",
52612,5,Auxiliary Systems,SCUPPERS,
52700,5,Auxiliary Systems,FIREMAIN ACTUATED SERVICES - OTHER,
52800,5,Auxiliary Systems,PLUMBING DRAINAGE,
52810,5,Auxiliary Systems,"DRAINS, PLUMBING",
52811,5,Auxiliary Systems,"DRAINS, PLUMBING",
52900,5,Auxiliary Systems,DRAINAGE AND BALLASTING SYSTEM,
52910,5,Auxiliary Systems,"PIPING, DRAINAGE AND BALLASTING SYSTEM",
52911,5,Auxiliary Systems,"PIPING, DRAINAGE AND BALLASTING SYSTEM",
52920,5,Auxiliary Systems,"PUMPS AND CONTROLLERS, DRAINAGE AND BALLASTING SYSTEM",
52921,5,Auxiliary Systems,"PUMPS AND CONTROLLERS, DRAINAGE AND BALLASTING SYSTEM",
52960,5,Auxiliary Systems,"COMPRESSORS, AIR DEBALLAST",
52961,5,Auxiliary Systems,"COMPRESSORS, AIR DEBALLAST",
5300,5,Auxiliary Systems,SELECTED CONCEPTS,
53000,5,Auxiliary Systems,FRESH WATER SYSTEMS,
53100,5,Auxiliary Systems,DISTILLING PLANT,
53110,5,Auxiliary Systems,"DISTILLING PLANT, FLASH TYPE",
53111,5,Auxiliary Systems,"DISTILLING PLANT, FLASH TYPE - NO. 1",
53112,5,Auxiliary Systems,"DISTILLING PLANT, FLASH TYPE - NO. 2",
53120,5,Auxiliary Systems,"DISTILLING PLANT, VAPOR COMPRESSION",
53121,5,Auxiliary Systems,"DISTILLING PLANT, VAPOR COMPRESSION - NO. 1",
53122,5,Auxiliary Systems,"DISTILLING PLANT, VAPOR COMPRESSION - NO. 2",
53130,5,Auxiliary Systems,"DISTILLING PLANT, HEAT RECOVERY",
53131,5,Auxiliary Systems,"DISTILLING PLANT, HEAT RECOVERY - NO. 1",
53132,5,Auxiliary Systems,"DISTILLING PLANT, HEAT RECOVERY - NO. 2",
53140,5,Auxiliary Systems,"DISTILLING PLANT, SUBMERGED TUBE TYPE",
53150,5,Auxiliary Systems,"DISTILLING PLANT, REVERSE OSMOSIS",
53151,5,Auxiliary Systems,"DISTILLING PLANT, REVERSE OSMOSIS",
53160,5,Auxiliary Systems,"DISTILLING PLANT, BASKET TYPE",
53161,5,Auxiliary Systems,"DISTILLING PLANT, BASKET TYPE",
53200,5,Auxiliary Systems,COOLING WATER,
53210,5,Auxiliary Systems,"COOLING WATER, ELECTRONICS, DW/CW",
53211,5,Auxiliary Systems,"COOLING WATER, ELECTRONICS, DW/CW",
53300,5,Auxiliary Systems,POTABLE WATER,
53310,5,Auxiliary Systems,"WATER, POTABLE SERVICE",
53311,5,Auxiliary Systems,"WATER, POTABLE SERVICE",
53320,5,Auxiliary Systems,DISTILLED WATER SERVICE,
53321,5,Auxiliary Systems,DISTILLED WATER SERVICE,
53400,5,Auxiliary Systems,AUXILIARY STEAM AND DRAINS WITHIN MACHINERY BOX,
53410,5,Auxiliary Systems,"AUXILIARY STEAM SYSTEM, PIPING AND CONTROLS,",
53420,5,Auxiliary Systems,GLAND SEAL AND VENT EXHAUST SYSTEMS,
53430,5,Auxiliary Systems,"GLAND LEAK-OFF SYSTEMS, AUXILIARY",
53440,5,Auxiliary Systems,"STEAM EXHAUST/ESCAPE SYSTEM, AUXILIARY",
53450,5,Auxiliary Systems,"DRAIN COLLECTING SYSTEM, FRESH WATER",
53460,5,Auxiliary Systems,"DRAIN SYSTEM, CONTAMINATED",
53461,5,Auxiliary Systems,"DRAIN SYSTEM, CONTAMINATED",
53470,5,Auxiliary Systems,"DRAIN SYSTEM, LOW PRESSURE STEAM",
53471,5,Auxiliary Systems,"DRAIN SYSTEM, LOW PRESSURE STEAM",
53500,5,Auxiliary Systems,AUXILIARY STEAM AND DRAINS OUTSIDE MACHINERY BOX,
53510,5,Auxiliary Systems,AUXILIARY STEAM AND DRAINS,
53511,5,Auxiliary Systems,AUXILIARY STEAM AND DRAINS OUTSIDE MACHINERY SPACES,
53600,5,Auxiliary Systems,AUXILIARY FRESH WATER COOLING,
53610,5,Auxiliary Systems,AUXILIARY FRESH WATER COOLING,
53611,5,Auxiliary Systems,AUXILIARY FRESH WATER COOLING,
53620,5,Auxiliary Systems,"COOLING WATER, ELECTRONICS, DW/SW",
53621,5,Auxiliary Systems,"COOLING WATER, ELECTRONICS, DW/SW",
5400,5,Auxiliary Systems,COMPONENT DEVELOPMENT,
54000,5,Auxiliary Systems,"FUELS AND LUBRICANTS, HANDLING AND STORAGE",
54100,5,Auxiliary Systems,SHIP FUEL AND FUEL COMPENSATING SYSTEM,
54110,5,Auxiliary Systems,"SHIP FUEL, FILLING, AND TRANSFER SYS (NON-COMPSG/COMPSG)",
54111,5,Auxiliary Systems,"SHIP FUEL, FILLING, AND TRANSFER SYSTEM, NON-COMPENSATING",
54112,5,Auxiliary Systems,"SHIP FUEL, FILLING, AND TRANSFER SYSTEM, COMPENSATING",
54120,5,Auxiliary Systems,"PUMPS AND PURIFIERS, FUEL TRANSFER, NON-COMPSG/COMPSG SYS",
54121,5,Auxiliary Systems,"PUMPS, FUEL TRANSFER, NON-COMPENSATING/COMPENSATING SYS",
54122,5,Auxiliary Systems,"PURIFIERS, FUEL TRANSFER, NON-COMPSG/COMPSG SYS",
54200,5,Auxiliary Systems,AVIATION AND GENERAL PURPOSE FUELS,
54210,5,Auxiliary Systems,"PIPING, AVIATION AND GENERAL PURPOSE FUEL SYSTEM",
54211,5,Auxiliary Systems,"PIPING, AVIATION AND GENERAL PURPOSE FUEL SYSTEM",
54220,5,Auxiliary Systems,"PUMPS AND PURIFIERS, AVIATION AND GENERAL PURPOSE FUEL",
54221,5,Auxiliary Systems,"PUMPS AND PURIFIERS, AVIATION AND GENERAL PURPOSE FUEL",
54222,5,Auxiliary Systems,"PURIFIERS, AVIATION AND GENERAL PURPOSE FUEL",
54230,5,Auxiliary Systems,MOGAS HANDLING AND PIPING,
54231,5,Auxiliary Systems,MOGAS HANDLING AND PIPING,
54300,5,Auxiliary Systems,AVIATION AND GENERAL PURPOSE LUBRICATING OIL,
54310,5,Auxiliary Systems,"LUBE OIL SYSTEM, AVIATION AND GENERAL PURPOSE",
54311,5,Auxiliary Systems,"LUBE OIL SYSTEM, AVIATION AND GENERAL PURPOSE",
54400,5,Auxiliary Systems,LIQUID CARGO,
54410,5,Auxiliary Systems,LIQUID CARGO HANDLING SYSTEMS,
54411,5,Auxiliary Systems,LIQUID CARGO HANDLING (FUEL),
54412,5,Auxiliary Systems,LIQUID CARGO HANDLING (JP-5),
54413,5,Auxiliary Systems,LIQUID CARGO HANDLING (MOGAS),
54414,5,Auxiliary Systems,LIQUID CARGO HANDLING (AVGAS),
54415,5,Auxiliary Systems,LIQUID CARGO HANDLING (LUBE OIL),
54420,5,Auxiliary Systems,"PUMPS AND CONTROLLERS, LIQUID CARGO HANDLING",
54421,5,Auxiliary Systems,"PUMPS AND CONTROLLERS, LIQUID CARGO HANDLING (FUEL)",
54422,5,Auxiliary Systems,"PUMPS AND CONTROLLERS, LIQUID CARGO HANDLING (JP-5)",
54423,5,Auxiliary Systems,"PUMPS AND CONTROLLERS, LIQUID CARGO HANDLING (MOGAS)",
54424,5,Auxiliary Systems,"PUMPS AND CONTROLLERS, LIQUID CARGO HANDLING (AVGAS)",
54425,5,Auxiliary Systems,"PUMPS AND CONTROLLERS, LIQUID CARGO HANDLING (LUBE OIL)",
54500,5,Auxiliary Systems,TANK HEATING,
54510,5,Auxiliary Systems,TANK HEATING SYSTEM,
54511,5,Auxiliary Systems,TANK HEATING SYSTEM,
54600,5,Auxiliary Systems,AUXILIARY LUBRICATION SYSTEMS,
54610,5,Auxiliary Systems,"LUBRICATION, OUTBOARD",
54611,5,Auxiliary Systems,"LUBRICATION, OUTBOARD",
54620,5,Auxiliary Systems,"LUBRICATION, INBOARD",
54621,5,Auxiliary Systems,"LUBRICATION, INBOARD",
54900,5,Auxiliary Systems,"SPECIAL FUEL AND LUBRICANTS, HANDLING AND STOWAGE",
55000,5,Auxiliary Systems,"AIR, GAS, AND MISCELLANEOUS FLUID SYSTEMS",
55100,5,Auxiliary Systems,COMPRESSED AIR SYSTEMS,
55110,5,Auxiliary Systems,"AIR SYSTEM, HIGH PRESSURE",
55111,5,Auxiliary Systems,"AIR SYSTEM, HIGH PRESSURE",
55120,5,Auxiliary Systems,"AIR SYSTEM, LOW AND MEDIUM PRESSURE",
55121,5,Auxiliary Systems,"AIR SYSTEM, LOW AND MEDIUM PRESSURE",
55122,5,Auxiliary Systems,"PRAIRIE MASKER, NON GAS TURBINE SHIPS",
55130,5,Auxiliary Systems,"AIR SYSTEM, DRY",
55131,5,Auxiliary Systems,"AIR SYSTEM, DRY",
55150,5,Auxiliary Systems,"COMPRESSORS, AIR",
55151,5,Auxiliary Systems,"COMPRESSORS, HP AIR",
55152,5,Auxiliary Systems,"COMPRESSORS, MP AIR",
55153,5,Auxiliary Systems,"COMPRESSORS, LP AIR",
55160,5,Auxiliary Systems,BLEED AIR SYSTEM,
55161,5,Auxiliary Systems,MASKER AIR SYSTEM,
55162,5,Auxiliary Systems,PRAIRIE AIR SYSTEM,
55163,5,Auxiliary Systems,STARTING AIR SYSTEM,
55164,5,Auxiliary Systems,ANTI-ICING AIR SYSTEM,
55165,5,Auxiliary Systems,"AIR SYSTEMS, PRAIRIE MASKER (DELETED - SEE 55122)",
55166,5,Auxiliary Systems,BLEED AIR MAIN,
55190,5,Auxiliary Systems,EMERGENCY BREATHING AIR SYSTEM (AEB),
55191,5,Auxiliary Systems,EMERGENCY BREATHING AIR SYSTEM (AEB),
55200,5,Auxiliary Systems,COMPRESSED GASES,
55210,5,Auxiliary Systems,"COMPRESSED GAS SYSTEM, NITROGEN",
55211,5,Auxiliary Systems,NITROGEN STOWAGE AND DISTRIBUTION SYSTEM,
55300,5,Auxiliary Systems,O2 N2 SYSTEM,
55310,5,Auxiliary Systems,O2 N2 STORAGE AND DISTRIBUTION SYSTEM,
55311,5,Auxiliary Systems,O2 N2 STOWAGE AND DISTRIBUTION SYSTEM,
55320,5,Auxiliary Systems,"COMPRESSORS, O2N2",
55321,5,Auxiliary Systems,"COMPRESSOR, O2N2 - HP",
55322,5,Auxiliary Systems,"COMPRESSOR, O2N2 - LP",
55330,5,Auxiliary Systems,O2N2 PLANTS,
55331,5,Auxiliary Systems,"O2N2 PLANTS, HP",
55332,5,Auxiliary Systems,"O2N2 PLANTS, LP",
55400,5,Auxiliary Systems,MAIN BALLAST TANK BLOW AND LIST CONTROL SYSTEM,
55410,5,Auxiliary Systems,LOW PRESSURE BLOW SYSTEM (ABT),
55411,5,Auxiliary Systems,LOW PRESSURE BLOW SYSTEM (ABT),
55420,5,Auxiliary Systems,EMERGENCY MAIN BALLAST TANK BLOW AND LIST CONTROL,
55421,5,Auxiliary Systems,EMERGENCY MAIN BALLAST TANK BLOW AND LIST CONTROL,
55500,5,Auxiliary Systems,FIRE EXTINGUISHING SYSTEMS,
55510,5,Auxiliary Systems,"FOG, FOAM AND AFFF SYSTEMS",
55511,5,Auxiliary Systems,"FOG, FOAM AND AFFF, WITHIN MACHINERY SPACES",
55512,5,Auxiliary Systems,"FOG, FOAM AND AFFF, OUTSIDE MACHINERY SPACES",
55513,5,Auxiliary Systems,"FOG, FOAM AND AFFF, SUPPLY/TRANSFER STATIONS",
55520,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEMS, DRY CHEMICAL",
55521,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEMS, DRY CHEMICAL",
55530,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEMS, CO2 & HALON",FOR CO2 SYSTEMS ONLY SEE - 55531 AND FOR HALON SYSTEMS ONLY SEE - 55532
55531,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEMS, CO2",
55532,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEMS, HALON",
55540,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEMS, STEAM SMOTHERING",
55541,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEMS, STEAM SMOTHERING",
55550,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEMS, FRESH WATER",
55551,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEMS, FRESH WATER",
55560,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEM, DEEP FAT FRYER",
55561,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEM, DEEP FAT FRYER",
55570,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEM, TWIN AGENT",
55571,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEM, TWIN AGENT",
55590,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEM, NITROGEN SUPPRESSION",
55591,5,Auxiliary Systems,"FIRE EXTINGUISHING SYSTEM, NITROGEN SUPPRESSION",
55600,5,Auxiliary Systems,HYDRAULIC FLUID SYSTEM,
55610,5,Auxiliary Systems,"HYDRAULIC POWER SYSTEM, SHIP'S SERVICE",
55611,5,Auxiliary Systems,"HYDRAULIC POWER SYSTEM, SHIP'S SERVICE - NO. 1","For hydraulic systems supporting multiple boat davits [378's/210's] see 583
For SORS hydraulic systems [225's] see 597.     Does not include hydraulics dedicated to:  [use arrow down for more remarks]
Steering - see 561
Fin Stabilizers - see 565
Boom"
